imgUrl,questionStr,answerGroups,answerQuestions
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000047729.jpg""","""What colors are the men wearing?""","[[{""id"": ""g0.0"", ""content"": ""blue pink orange""}, {""id"": ""g0.1"", ""content"": ""blue white pink orange""}, {""id"": ""g0.2"", ""content"": ""blue orange pink""}, {""id"": ""g0.3"", ""content"": ""blue, orange, pink""}], [{""id"": ""g1.0"", ""content"": ""blue, orange, white, and pink""}, {""id"": ""g1.1"", ""content"": ""pink, orange/white and blue""}, {""id"": ""g1.2"", ""content"": ""pink, orange and blue""}, {""id"": ""g1.3"", ""content"": ""blue, orange and pink""}, {""id"": ""g1.4"", ""content"": ""yellow blue and pink""}]]","[""What colors are the men wearing?"", ""What colors are the men wearing?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000107886.jpg""","""What kind of dessert is on this plate?""","[[{""id"": ""g0.0"", ""content"": ""pie""}, {""id"": ""g0.1"", ""content"": ""cheesecake""}], [{""id"": ""g1.0"", ""content"": ""cake""}]]","[""What kind of dessert is on this plate?"", ""What kind of dessert is on this plate?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000113962.jpg""","""What toppings are visible?""","[[{""id"": ""g0.0"", ""content"": ""cheese""}], [{""id"": ""g1.0"", ""content"": ""spinach""}, {""id"": ""g1.1"", ""content"": ""cheese, spinach""}], [{""id"": ""g2.0"", ""content"": ""basil""}, {""id"": ""g2.1"", ""content"": ""cheese, basil""}], [{""id"": ""g3.0"", ""content"": ""sauce, cheese and basil""}, {""id"": ""g3.1"", ""content"": ""cheese and basil""}], [{""id"": ""g4.0"", ""content"": ""sauce cheese spinach""}, {""id"": ""g4.1"", ""content"": ""mint, cheese, sauce""}]]","[""What toppings are visible?"", ""What toppings are visible?"", ""What toppings are visible?"", ""What toppings are visible?"", ""What toppings are visible?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000011411.jpg""","""Why are these two people in this photo?""","[[{""id"": ""g0.0"", ""content"": ""they are playing baseball""}, {""id"": ""g0.1"", ""content"": ""playing""}, {""id"": ""g0.2"", ""content"": ""yes""}, {""id"": ""g0.3"", ""content"": ""playing ball""}], [{""id"": ""g1.0"", ""content"": ""playing baseball""}, {""id"": ""g1.1"", ""content"": ""baseball game""}, {""id"": ""g1.2"", ""content"": ""baseball""}]]","[""Why are these two people in this photo?"", ""Why are these two people in this photo?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000012145.jpg""","""What are the colors most prominently represented?""","[[{""id"": ""g0.0"", ""content"": ""blue""}, {""id"": ""g0.1"", ""content"": ""red blue""}, {""id"": ""g0.2"", ""content"": ""red, blue""}, {""id"": ""g0.3"", ""content"": ""red white blue""}], [{""id"": ""g1.0"", ""content"": ""red and blue""}, {""id"": ""g1.1"", ""content"": ""blue and red""}]]","[""What are the colors most prominently represented?"", ""What are the colors most prominently represented?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000132576.jpg""","""How high in the air is the person?""","[[{""id"": ""g0.0"", ""content"": ""very high""}, {""id"": ""g0.1"", ""content"": ""10 feet""}, {""id"": ""g0.2"", ""content"": ""fifteen feet""}, {""id"": ""g0.3"", ""content"": ""6 feet""}, {""id"": ""g0.4"", ""content"": ""20 feet""}], [{""id"": ""g1.0"", ""content"": ""8 ft""}, {""id"": ""g1.1"", ""content"": ""3 ft""}, {""id"": ""g1.2"", ""content"": ""5 ft""}, {""id"": ""g1.3"", ""content"": ""10 ft""}, {""id"": ""g1.4"", ""content"": ""6 ft""}]]","[""How high in the air is the person?"", ""How high in the air is the person?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000139775.jpg""","""Which child is skateboarding?""","[[{""id"": ""g0.0"", ""content"": ""older boy on right in white shirt""}, {""id"": ""g0.1"", ""content"": ""older one""}, {""id"": ""g0.2"", ""content"": ""one in white shirt""}, {""id"": ""g0.3"", ""content"": ""bigger one""}, {""id"": ""g0.4"", ""content"": ""one in foreground""}], [{""id"": ""g1.0"", ""content"": ""one on right""}, {""id"": ""g1.1"", ""content"": ""right""}, {""id"": ""g1.2"", ""content"": ""on left""}]]","[""Which child is skateboarding?"", ""Which child is skateboarding?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000144372.jpg""","""Who is looking at the camera?""","[[{""id"": ""g0.0"", ""content"": ""men""}, {""id"": ""g0.1"", ""content"": ""both men""}, {""id"": ""g0.2"", ""content"": ""two men""}], [{""id"": ""g1.0"", ""content"": ""man on left""}, {""id"": ""g1.1"", ""content"": ""man with black tie""}, {""id"": ""g1.2"", ""content"": ""man""}, {""id"": ""g1.3"", ""content"": ""left person""}]]","[""Who is looking at the camera?"", ""Who is looking at the camera?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000149739.jpg""","""Why is the player celebrating?""","[[{""id"": ""g0.0"", ""content"": ""home run""}, {""id"": ""g0.1"", ""content"": ""hit home run""}], [{""id"": ""g1.0"", ""content"": ""winning game""}, {""id"": ""g1.1"", ""content"": ""won game""}, {""id"": ""g1.2"", ""content"": ""his team won""}, {""id"": ""g1.3"", ""content"": ""he won""}, {""id"": ""g1.4"", ""content"": ""team won pennant""}]]","[""Why is the player celebrating?"", ""Why is the player celebrating?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000159411.jpg""","""What are the green things?""","[[{""id"": ""g0.0"", ""content"": ""cucumbers leaves""}, {""id"": ""g0.1"", ""content"": ""cucumbers and mint""}], [{""id"": ""g1.0"", ""content"": ""oregano""}, {""id"": ""g1.1"", ""content"": ""parsley""}], [{""id"": ""g2.0"", ""content"": ""mint leaves""}, {""id"": ""g2.1"", ""content"": ""mint""}], [{""id"": ""g3.0"", ""content"": ""cucumbers""}], [{""id"": ""g4.0"", ""content"": ""leaves""}]]","[""What are the green things?"", ""What are the green things?"", ""What are the green things?"", ""What are the green things?"", ""What are the green things?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000016364.jpg""","""Why aren't people in the streets?""","[[{""id"": ""g0.0"", ""content"": ""night""}, {""id"": ""g0.1"", ""content"": ""night time""}, {""id"": ""g0.2"", ""content"": ""late at night""}], [{""id"": ""g1.0"", ""content"": ""it's late at night""}, {""id"": ""g1.1"", ""content"": ""it's night""}, {""id"": ""g1.2"", ""content"": ""it's night time""}, {""id"": ""g1.3"", ""content"": ""it's dark""}, {""id"": ""g1.4"", ""content"": ""its dark""}]]","[""Why aren't people in the streets?"", ""Why aren't people in the streets?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000165829.jpg""","""What is the color of the second box car?""","[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.0"", ""content"": ""brown""}]]","[""What is the color of the second box car?"", ""What is the color of the second box car?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000170107.jpg""","""Where is a spoon?""","[[{""id"": ""g0.0"", ""content"": ""cup plate""}, {""id"": ""g0.1"", ""content"": ""beside cup""}], [{""id"": ""g1.0"", ""content"": ""next to tea""}, {""id"": ""g1.1"", ""content"": ""next to coffee""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug""}, {""id"": ""g2.1"", ""content"": ""by coffee""}], [{""id"": ""g3.0"", ""content"": ""saucer""}], [{""id"": ""g4.0"", ""content"": ""on saucer""}, {""id"": ""g4.1"", ""content"": ""on plate by teacup""}]]","[""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000172475.jpg""","""Where are the bags placed?""","[[{""id"": ""g0.0"", ""content"": ""ground""}], [{""id"": ""g1.0"", ""content"": ""sidewalk""}, {""id"": ""g1.1"", ""content"": ""on sidewalk""}], [{""id"": ""g2.0"", ""content"": ""road""}], [{""id"": ""g3.0"", ""content"": ""on floor""}, {""id"": ""g3.1"", ""content"": ""on carpeted floor""}], [{""id"": ""g4.0"", ""content"": ""floor""}]]","[""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000174667.jpg""","""What color is the picture?""","[[{""id"": ""g0.0"", ""content"": ""orange""}, {""id"": ""g0.1"", ""content"": ""brown, white, orange""}], [{""id"": ""g1.0"", ""content"": ""colored""}, {""id"": ""g1.1"", ""content"": ""orange white brown""}, {""id"": ""g1.2"", ""content"": ""brown""}, {""id"": ""g1.3"", ""content"": ""white""}, {""id"": ""g1.4"", ""content"": ""orange and white""}]]","[""What color is the picture?"", ""What color is the picture?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000176087.jpg""","""Where is a silver ladder?""","[[{""id"": ""g0.0"", ""content"": ""near shed""}, {""id"": ""g0.1"", ""content"": ""front of cylinder""}, {""id"": ""g0.2"", ""content"": ""side of truck""}, {""id"": ""g0.3"", ""content"": ""behind truck""}], [{""id"": ""g1.0"", ""content"": ""i don't see one""}, {""id"": ""g1.1"", ""content"": ""no ladder""}, {""id"": ""g1.2"", ""content"": ""none""}, {""id"": ""g1.3"", ""content"": ""nowhere""}]]","[""Where is a silver ladder?"", ""Where is a silver ladder?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000185818.jpg""","""What are they doing?""","[[{""id"": ""g0.0"", ""content"": ""making phone call""}, {""id"": ""g0.1"", ""content"": ""holding phone""}, {""id"": ""g0.2"", ""content"": ""using phone""}, {""id"": ""g0.3"", ""content"": ""showing phone""}, {""id"": ""g0.4"", ""content"": ""holding phones""}], [{""id"": ""g1.0"", ""content"": ""talking""}, {""id"": ""g1.1"", ""content"": ""not sure""}, {""id"": ""g1.2"", ""content"": ""talking on speakerphone""}]]","[""What are they doing?"", ""What are they doing?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000187823.jpg""","""Where is the phone?""","[[{""id"": ""g0.0"", ""content"": ""on table""}], [{""id"": ""g1.0"", ""content"": ""on paper""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug on newspaper""}, {""id"": ""g2.1"", ""content"": ""on newspaper""}], [{""id"": ""g3.0"", ""content"": ""behind plate""}, {""id"": ""g3.1"", ""content"": ""above plate""}], [{""id"": ""g4.0"", ""content"": ""next to cup""}, {""id"": ""g4.1"", ""content"": ""next to drink""}]]","[""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000191972.jpg""","""What color are the flowers?""","[[{""id"": ""g0.0"", ""content"": ""purple pink""}, {""id"": ""g0.1"", ""content"": ""purple fuschia""}, {""id"": ""g0.2"", ""content"": ""purple""}], [{""id"": ""g1.0"", ""content"": ""purple and pink""}, {""id"": ""g1.1"", ""content"": ""purple, orange and violet""}, {""id"": ""g1.2"", ""content"": ""green""}, {""id"": ""g1.3"", ""content"": ""blue and pink""}, {""id"": ""g1.4"", ""content"": ""blue, pink, white and yellow""}]]","[""What color are the flowers?"", ""What color are the flowers?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000208880.jpg""","""Where is the knife?""","[[{""id"": ""g0.0"", ""content"": ""in food""}, {""id"": ""g0.1"", ""content"": ""on top of food item""}, {""id"": ""g0.2"", ""content"": ""cutting food""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}]]","[""Where is the knife?"", ""Where is the knife?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000217591.jpg""","""What color are the boy's shoes?""","[[{""id"": ""g0.0"", ""content"": ""i can't tell""}, {""id"": ""g0.1"", ""content"": ""can't see them""}], [{""id"": ""g1.0"", ""content"": ""shoes are not visible""}, {""id"": ""g1.1"", ""content"": ""no shoes""}], [{""id"": ""g2.0"", ""content"": ""none""}, {""id"": ""g2.1"", ""content"": ""no shown""}], [{""id"": ""g3.0"", ""content"": ""black""}], [{""id"": ""g4.0"", ""content"": ""white""}]]","[""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000219173.jpg""","""Why is the sign leaning to the left?""","[[{""id"": ""g0.0"", ""content"": ""pictures crooked""}, {""id"": ""g0.1"", ""content"": ""camera was crooked""}, {""id"": ""g0.2"", ""content"": ""picture crooked""}, {""id"": ""g0.3"", ""content"": ""crooked camera""}], [{""id"": ""g1.0"", ""content"": ""picture was taken at angle""}, {""id"": ""g1.1"", ""content"": ""picture is taken sideways""}, {""id"": ""g1.2"", ""content"": ""photo taken on angle""}, {""id"": ""g1.3"", ""content"": ""camera angle makes it appear so""}, {""id"": ""g1.4"", ""content"": ""yes""}]]","[""Why is the sign leaning to the left?"", ""Why is the sign leaning to the left?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000227713.jpg""","""What color is her dress?""","[[{""id"": ""g0.0"", ""content"": ""fuschia""}, {""id"": ""g0.1"", ""content"": ""pink""}, {""id"": ""g0.2"", ""content"": ""purple""}], [{""id"": ""g1.0"", ""content"": ""red""}, {""id"": ""g1.1"", ""content"": ""pink blue white and black""}, {""id"": ""g1.2"", ""content"": ""pink, white , black, and blue""}, {""id"": ""g1.3"", ""content"": ""pink, blue, black and white""}, {""id"": ""g1.4"", ""content"": ""pink, black, blue, white""}]]","[""What color is her dress?"", ""What color is her dress?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000230655.jpg""","""What color are his boots?""","[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""blue""}, {""id"": ""g1.1"", ""content"": ""gray""}]]","[""What color are his boots?"", ""What color are his boots?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000235543.jpg""","""Where is the knife?""","[[{""id"": ""g0.0"", ""content"": ""in cake""}, {""id"": ""g0.1"", ""content"": ""slicing cake""}, {""id"": ""g0.2"", ""content"": ""above cake""}, {""id"": ""g0.3"", ""content"": ""on cake""}, {""id"": ""g0.4"", ""content"": ""cutting cake""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}, {""id"": ""g1.2"", ""content"": ""right hand""}]]","[""Where is the knife?"", ""Where is the knife?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000254210.jpg""","""What is the woman holding in her right hand?""","[[{""id"": ""g0.0"", ""content"": ""controller""}, {""id"": ""g0.1"", ""content"": ""wii controller""}], [{""id"": ""g1.0"", ""content"": ""remote""}, {""id"": ""g1.1"", ""content"": ""remote control""}], [{""id"": ""g2.0"", ""content"": ""wiimote""}], [{""id"": ""g3.0"", ""content"": ""wii remote""}], [{""id"": ""g4.0"", ""content"": ""game controller""}, {""id"": ""g4.1"", ""content"": ""video game console""}]]","[""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000254645.jpg""","""What kind of bird is this?""","[[{""id"": ""g0.0"", ""content"": ""duck""}], [{""id"": ""g1.0"", ""content"": ""heron""}, {""id"": ""g1.1"", ""content"": ""egret""}], [{""id"": ""g2.0"", ""content"": ""crane""}], [{""id"": ""g3.0"", ""content"": ""flamingo""}, {""id"": ""g3.1"", ""content"": ""great blue heron""}], [{""id"": ""g4.0"", ""content"": ""stork""}]]","[""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000025515.jpg""","""Where is the electrical outlet?""","[[{""id"": ""g0.0"", ""content"": ""on wall""}, {""id"": ""g0.1"", ""content"": ""in wall""}, {""id"": ""g0.2"", ""content"": ""wall""}], [{""id"": ""g1.0"", ""content"": ""right""}, {""id"": ""g1.1"", ""content"": ""below bird""}, {""id"": ""g1.2"", ""content"": ""bottom right of photo""}, {""id"": ""g1.3"", ""content"": ""next to parakeet tail on right wall""}, {""id"": ""g1.4"", ""content"": ""on right""}]]","[""Where is the electrical outlet?"", ""Where is the electrical outlet?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000261271.jpg""","""Are the legs in the top picture the legs of the woman in the bottom picture?""","[[{""id"": ""g0.0"", ""content"": ""yes""}, {""id"": ""g0.1"", ""content"": ""probably""}], [{""id"": ""g1.0"", ""content"": ""no""}]]","[""Are the legs in the top picture the legs of the woman in the bottom picture?"", ""Are the legs in the top picture the legs of the woman in the bottom picture?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000265051.jpg""","""Is that a man or woman?""","[[{""id"": ""g0.0"", ""content"": ""man""}], [{""id"": ""g1.0"", ""content"": ""woman""}]]","[""Is that a man or woman?"", ""Is that a man or woman?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000270184.jpg""","""What color is the plane in the picture?""","[[{""id"": ""g0.0"", ""content"": ""blue and white""}], [{""id"": ""g1.0"", ""content"": ""blue""}]]","[""What color is the plane in the picture?"", ""What color is the plane in the picture?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000275707.jpg""","""Which woman is wearing sunglasses?""","[[{""id"": ""g0.0"", ""content"": ""yellow shirt""}, {""id"": ""g0.1"", ""content"": ""yellow t shirt""}, {""id"": ""g0.2"", ""content"": ""yellow tank top""}, {""id"": ""g0.3"", ""content"": ""lady in yellow""}, {""id"": ""g0.4"", ""content"": ""in yellow""}], [{""id"": ""g1.0"", ""content"": ""left one""}, {""id"": ""g1.1"", ""content"": ""left""}, {""id"": ""g1.2"", ""content"": ""left center""}, {""id"": ""g1.3"", ""content"": ""on left""}]]","[""Which woman is wearing sunglasses?"", ""Which woman is wearing sunglasses?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000279073.jpg""","""What is the color of the women's hair?""","[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""brown""}, {""id"": ""g1.1"", ""content"": ""dark brown""}]]","[""What is the color of the women's hair?"", ""What is the color of the women's hair?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000279241.jpg""","""What is the standing girl's toothbrush point towards?""","[[{""id"": ""g0.0"", ""content"": ""head""}, {""id"": ""g0.1"", ""content"": ""her head""}, {""id"": ""g0.2"", ""content"": ""friend's head""}, {""id"": ""g0.3"", ""content"": ""girl's head""}], [{""id"": ""g1.0"", ""content"": ""other girl""}, {""id"": ""g1.1"", ""content"": ""other girl's head below""}, {""id"": ""g1.2"", ""content"": ""other girl's head""}]]","[""What is the standing girl's toothbrush point towards?"", ""What is the standing girl's toothbrush point towards?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000279647.jpg""","""What is the woman doing to her dog?""","[[{""id"": ""g0.0"", ""content"": ""holding""}, {""id"": ""g0.1"", ""content"": ""holding him""}], [{""id"": ""g1.0"", ""content"": ""petting""}, {""id"": ""g1.1"", ""content"": ""petting it""}]]","[""What is the woman doing to her dog?"", ""What is the woman doing to her dog?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000300571.jpg""","""Is the toilet seat lid up or down?""","[[{""id"": ""g0.0"", ""content"": ""up""}], [{""id"": ""g1.0"", ""content"": ""down""}]]","[""Is the toilet seat lid up or down?"", ""Is the toilet seat lid up or down?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000303892.jpg""","""What is the purpose of this structure?""","[[{""id"": ""g0.0"", ""content"": ""apartments""}, {""id"": ""g0.1"", ""content"": ""apartment and""}], [{""id"": ""g1.0"", ""content"": ""office buildings""}, {""id"": ""g1.1"", ""content"": ""office""}], [{""id"": ""g2.0"", ""content"": ""offices""}], [{""id"": ""g3.0"", ""content"": ""housing""}], [{""id"": ""g4.0"", ""content"": ""living""}]]","[""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?"", ""What is the purpose of this structure?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000306069.jpg""","""What colors are in the hat?""","[[{""id"": ""g0.0"", ""content"": ""red,pink, blue, white""}, {""id"": ""g0.1"", ""content"": ""blue, pink, white""}, {""id"": ""g0.2"", ""content"": ""blue white red""}, {""id"": ""g0.3"", ""content"": ""red white blue yellow""}, {""id"": ""g0.4"", ""content"": ""white blue red""}], [{""id"": ""g1.0"", ""content"": ""brown and peach""}, {""id"": ""g1.1"", ""content"": ""gray and pink""}, {""id"": ""g1.2"", ""content"": ""pink and purple""}, {""id"": ""g1.3"", ""content"": ""beige or light gray, dark gray, red""}, {""id"": ""g1.4"", ""content"": ""red, gray, beige""}]]","[""What colors are in the hat?"", ""What colors are in the hat?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000316343.jpg""","""What sport is this?""","[[{""id"": ""g0.0"", ""content"": ""wii""}, {""id"": ""g0.1"", ""content"": ""wii sports""}], [{""id"": ""g1.0"", ""content"": ""gaming""}, {""id"": ""g1.1"", ""content"": ""video gaming""}]]","[""What sport is this?"", ""What sport is this?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000318850.jpg""","""How old is this pump?""","[[{""id"": ""g0.0"", ""content"": ""old""}, {""id"": ""g0.1"", ""content"": ""very old""}, {""id"": ""g0.2"", ""content"": ""older""}], [{""id"": ""g1.0"", ""content"": ""10 years""}, {""id"": ""g1.1"", ""content"": ""20 years""}, {""id"": ""g1.2"", ""content"": ""30 years""}, {""id"": ""g1.3"", ""content"": ""10""}]]","[""How old is this pump?"", ""How old is this pump?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000327462.jpg""","""Is the person sad?""","[[{""id"": ""g0.0"", ""content"": ""no""}], [{""id"": ""g1.0"", ""content"": ""don't know""}, {""id"": ""g1.1"", ""content"": ""maybe""}, {""id"": ""g1.2"", ""content"": ""not sure""}, {""id"": ""g1.3"", ""content"": ""yes""}]]","[""Is the person sad?"", ""Is the person sad?""]"
