imgUrl,questionStr,answerGroups,answerQuestions,question_id
"""No link""","""Why are these people on their cell phones?""","[[{""id"": ""g.0.0"", ""content"": ""posing""}], [{""id"": ""g.1.0"", ""content"": ""talking to someone""}], [{""id"": ""g.2.0"", ""content"": ""taking calls""}], [{""id"": ""g.3.0"", ""content"": ""they are talking to other people""}], [{""id"": ""g.4.0"", ""content"": ""3""}], [{""id"": ""g.5.0"", ""content"": ""poor real life social skills""}], [{""id"": ""g.6.0"", ""content"": ""talking""}], [{""id"": ""g.7.0"", ""content"": ""talk to people not present""}], [{""id"": ""g.8.0"", ""content"": ""boredom""}], [{""id"": ""g.9.0"", ""content"": ""they are talking""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",157125001
"""No link""","""Why is it dark?""","[[{""id"": ""g.0.0"", ""content"": ""it's nighttime""}], [{""id"": ""g.1.0"", ""content"": ""yes""}], [{""id"": ""g.2.0"", ""content"": ""nighttime""}], [{""id"": ""g.3.0"", ""content"": ""night""}], [{""id"": ""g.4.0"", ""content"": ""night time""}], [{""id"": ""g.5.0"", ""content"": ""sun went down""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",262705000
"""No link""","""Why is this photograph blurry?""","[[{""id"": ""g.0.0"", ""content"": ""camera""}], [{""id"": ""g.1.0"", ""content"": ""yes""}], [{""id"": ""g.2.0"", ""content"": ""person moving""}], [{""id"": ""g.3.0"", ""content"": ""night""}], [{""id"": ""g.4.0"", ""content"": ""motion""}], [{""id"": ""g.5.0"", ""content"": ""person is moving""}], [{""id"": ""g.6.0"", ""content"": ""moving subject""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",262705005
"""No link""","""Why is the child happy?""","[[{""id"": ""g.0.0"", ""content"": ""they're skiing""}], [{""id"": ""g.1.0"", ""content"": ""skiing""}], [{""id"": ""g.2.0"", ""content"": ""its skiing""}], [{""id"": ""g.3.0"", ""content"": ""yes""}]]","[""empty"", ""empty"", ""empty"", ""empty""]",262705007
"""No link""","""Why are there stripes on the runway?""","[[{""id"": ""g.0.0"", ""content"": ""to park""}], [{""id"": ""g.1.0"", ""content"": ""to show where planes should go""}], [{""id"": ""g.2.0"", ""content"": ""parking areas""}], [{""id"": ""g.3.0"", ""content"": ""parking spots for airplanes""}], [{""id"": ""g.4.0"", ""content"": ""caution""}], [{""id"": ""g.5.0"", ""content"": ""for parking planes""}], [{""id"": ""g.6.0"", ""content"": ""parking""}], [{""id"": ""g.7.0"", ""content"": ""guidelines""}], [{""id"": ""g.8.0"", ""content"": ""guide planes""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",524925003
"""No link""","""Why are all of the surfboards upside down?""","[[{""id"": ""g.0.0"", ""content"": ""to dry""}], [{""id"": ""g.1.0"", ""content"": ""so parts on bottom don't get destroyed""}], [{""id"": ""g.2.0"", ""content"": ""to get waxed""}], [{""id"": ""g.3.0"", ""content"": ""to be waxed""}], [{""id"": ""g.4.0"", ""content"": ""broken""}], [{""id"": ""g.5.0"", ""content"": ""so fins don't break""}], [{""id"": ""g.6.0"", ""content"": ""no""}], [{""id"": ""g.7.0"", ""content"": ""wind""}], [{""id"": ""g.8.0"", ""content"": ""drying""}], [{""id"": ""g.9.0"", ""content"": ""not in use""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",673000
"""No link""","""Why does the sign say SLOW?""","[[{""id"": ""g.0.0"", ""content"": ""turtle crossing""}], [{""id"": ""g.1.0"", ""content"": ""merging traffic""}], [{""id"": ""g.2.0"", ""content"": ""curve""}], [{""id"": ""g.3.0"", ""content"": ""turn""}], [{""id"": ""g.4.0"", ""content"": ""bump on road""}], [{""id"": ""g.5.0"", ""content"": ""bumps""}], [{""id"": ""g.6.0"", ""content"": ""slick""}], [{""id"": ""g.7.0"", ""content"": ""for safety""}], [{""id"": ""g.8.0"", ""content"": ""curvy road""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",393922005
"""No link""","""Why are the police there?""","[[{""id"": ""g.0.0"", ""content"": ""10""}], [{""id"": ""g.1.0"", ""content"": ""crowds""}], [{""id"": ""g.2.0"", ""content"": ""riot""}], [{""id"": ""g.3.0"", ""content"": ""control crowd""}], [{""id"": ""g.4.0"", ""content"": ""lead march""}], [{""id"": ""g.5.0"", ""content"": ""protection""}], [{""id"": ""g.6.0"", ""content"": ""crowd control""}], [{""id"": ""g.7.0"", ""content"": ""protest""}], [{""id"": ""g.8.0"", ""content"": ""patrol crowd""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",480717002
"""No link""","""Why is the man smiling?""","[[{""id"": ""g.0.0"", ""content"": ""happy""}], [{""id"": ""g.1.0"", ""content"": ""he is happy""}], [{""id"": ""g.2.0"", ""content"": ""his food is made right""}], [{""id"": ""g.3.0"", ""content"": ""cooking""}], [{""id"": ""g.4.0"", ""content"": ""for camera""}], [{""id"": ""g.5.0"", ""content"": ""cooking fun""}], [{""id"": ""g.6.0"", ""content"": ""for picture""}], [{""id"": ""g.7.0"", ""content"": ""he's happy""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",525012000
"""No link""","""Why is he using ski poles?""","[[{""id"": ""g.0.0"", ""content"": ""to increase speed/momentum""}], [{""id"": ""g.1.0"", ""content"": ""to ski""}], [{""id"": ""g.2.0"", ""content"": ""for balance""}], [{""id"": ""g.3.0"", ""content"": ""leverage and balance""}], [{""id"": ""g.4.0"", ""content"": ""balance""}], [{""id"": ""g.5.0"", ""content"": ""speed""}], [{""id"": ""g.6.0"", ""content"": ""skiing""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",525015000
"""No link""","""Why are these people carrying umbrellas?""","[[{""id"": ""g.0.0"", ""content"": ""rain""}], [{""id"": ""g.1.0"", ""content"": ""raining""}], [{""id"": ""g.2.0"", ""content"": ""rainy day""}], [{""id"": ""g.3.0"", ""content"": ""it's raining""}]]","[""empty"", ""empty"", ""empty"", ""empty""]",393985001
"""No link""","""Why isn't he wearing shoes?""","[[{""id"": ""g.0.0"", ""content"": ""sand""}], [{""id"": ""g.1.0"", ""content"": ""doesn't want to""}], [{""id"": ""g.2.0"", ""content"": ""beach""}], [{""id"": ""g.3.0"", ""content"": ""he's at beach""}], [{""id"": ""g.4.0"", ""content"": ""on beach""}], [{""id"": ""g.5.0"", ""content"": ""because there's sand""}], [{""id"": ""g.6.0"", ""content"": ""at beach""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",525100000
"""No link""","""Why is the bike connected to the pole?""","[[{""id"": ""g.0.0"", ""content"": ""safety""}], [{""id"": ""g.1.0"", ""content"": ""it's not""}], [{""id"": ""g.2.0"", ""content"": ""parked""}], [{""id"": ""g.3.0"", ""content"": ""security""}], [{""id"": ""g.4.0"", ""content"": ""no""}], [{""id"": ""g.5.0"", ""content"": ""it is not""}], [{""id"": ""g.6.0"", ""content"": ""it is not connected to pole""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",262967000
"""No link""","""Why is her outfit impractical for this activity?""","[[{""id"": ""g.0.0"", ""content"": ""too short""}], [{""id"": ""g.1.0"", ""content"": ""too loose""}], [{""id"": ""g.2.0"", ""content"": ""spread legs""}], [{""id"": ""g.3.0"", ""content"": ""hard to get on bike""}], [{""id"": ""g.4.0"", ""content"": ""dress comes up""}], [{""id"": ""g.5.0"", ""content"": ""revealing""}], [{""id"": ""g.6.0"", ""content"": ""dress""}], [{""id"": ""g.7.0"", ""content"": ""it is not""}], [{""id"": ""g.8.0"", ""content"": ""weather wise""}], [{""id"": ""g.9.0"", ""content"": ""could cause danger""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",262967008
"""No link""","""Why must the tables be made of stainless steel in this environment?""","[[{""id"": ""g.0.0"", ""content"": ""they aren't""}], [{""id"": ""g.1.0"", ""content"": ""environment""}], [{""id"": ""g.2.0"", ""content"": ""don't know""}], [{""id"": ""g.3.0"", ""content"": ""durability""}], [{""id"": ""g.4.0"", ""content"": ""stove""}], [{""id"": ""g.5.0"", ""content"": ""clean""}], [{""id"": ""g.6.0"", ""content"": ""cleanliness""}], [{""id"": ""g.7.0"", ""content"": ""for preparing food""}], [{""id"": ""g.8.0"", ""content"": ""keep it clean""}], [{""id"": ""g.9.0"", ""content"": ""to make it easier to clean""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",131909035
"""No link""","""Why is there an umbrella on top of this truck in the foreground?""","[[{""id"": ""g.0.0"", ""content"": ""to stop rain""}], [{""id"": ""g.1.0"", ""content"": ""no umbrella""}], [{""id"": ""g.2.0"", ""content"": ""block rain""}], [{""id"": ""g.3.0"", ""content"": ""there isn't""}], [{""id"": ""g.4.0"", ""content"": ""no""}], [{""id"": ""g.5.0"", ""content"": ""not possible""}], [{""id"": ""g.6.0"", ""content"": ""block sun""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",263002005
"""No link""","""Why is the ground white?""","[[{""id"": ""g.0.0"", ""content"": ""snow""}], [{""id"": ""g.1.0"", ""content"": ""yes""}]]","[""empty"", ""empty""]",436481001
"""No link""","""Why are the men wearing aprons?""","[[{""id"": ""g.0.0"", ""content"": ""they're cooking""}], [{""id"": ""g.1.0"", ""content"": ""keep themselves clean""}], [{""id"": ""g.2.0"", ""content"": ""yes""}], [{""id"": ""g.3.0"", ""content"": ""to keep clothes clean""}], [{""id"": ""g.4.0"", ""content"": ""cooking""}], [{""id"": ""g.5.0"", ""content"": ""they are cooking""}], [{""id"": ""g.6.0"", ""content"": ""they're cooks""}], [{""id"": ""g.7.0"", ""content"": ""working""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",525180001
"""No link""","""Why is the door open?""","[[{""id"": ""g.0.0"", ""content"": ""cannot tell""}], [{""id"": ""g.1.0"", ""content"": ""not open""}], [{""id"": ""g.2.0"", ""content"": ""living room""}], [{""id"": ""g.3.0"", ""content"": ""because woman left it open""}], [{""id"": ""g.4.0"", ""content"": ""visibility""}], [{""id"": ""g.5.0"", ""content"": ""fresh air""}], [{""id"": ""g.6.0"", ""content"": ""access""}], [{""id"": ""g.7.0"", ""content"": ""open to office""}], [{""id"": ""g.8.0"", ""content"": ""not closed""}], [{""id"": ""g.9.0"", ""content"": ""no privacy needed""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",497558001
"""No link""","""Why are we able to see through the chair back?""","[[{""id"": ""g.0.0"", ""content"": ""mesh chair""}], [{""id"": ""g.1.0"", ""content"": ""yes""}], [{""id"": ""g.2.0"", ""content"": ""material that chair back is made of is see-through material""}], [{""id"": ""g.3.0"", ""content"": ""it has mesh on it""}], [{""id"": ""g.4.0"", ""content"": ""holes""}], [{""id"": ""g.5.0"", ""content"": ""mesh""}], [{""id"": ""g.6.0"", ""content"": ""it's mesh""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",525223000
"""No link""","""Why have Palm pilots disappeared?""","[[{""id"": ""g.0.0"", ""content"": ""computers""}], [{""id"": ""g.1.0"", ""content"": ""iphone""}], [{""id"": ""g.2.0"", ""content"": ""technology""}], [{""id"": ""g.3.0"", ""content"": ""not sure""}], [{""id"": ""g.4.0"", ""content"": ""new technology""}], [{""id"": ""g.5.0"", ""content"": ""outdated""}], [{""id"": ""g.6.0"", ""content"": ""obsolete""}], [{""id"": ""g.7.0"", ""content"": ""i didn't""}], [{""id"": ""g.8.0"", ""content"": ""they are obsolete""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",941004
"""No link""","""Why are they on display?""","[[{""id"": ""g.0.0"", ""content"": ""museum""}], [{""id"": ""g.1.0"", ""content"": ""old""}], [{""id"": ""g.2.0"", ""content"": ""yes""}], [{""id"": ""g.3.0"", ""content"": ""to exhibit""}], [{""id"": ""g.4.0"", ""content"": ""travel""}], [{""id"": ""g.5.0"", ""content"": ""decor""}], [{""id"": ""g.6.0"", ""content"": ""historical""}], [{""id"": ""g.7.0"", ""content"": ""trunks""}], [{""id"": ""g.8.0"", ""content"": ""for sale""}], [{""id"": ""g.9.0"", ""content"": ""famous person's""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",955000
"""No link""","""Why do they wear head protection?""","[[{""id"": ""g.0.0"", ""content"": ""safety""}], [{""id"": ""g.1.0"", ""content"": ""because of ball""}], [{""id"": ""g.2.0"", ""content"": ""safety from ball""}], [{""id"": ""g.3.0"", ""content"": ""in case ball hits them""}], [{""id"": ""g.4.0"", ""content"": ""danger""}], [{""id"": ""g.5.0"", ""content"": ""in case they get hit with ball""}], [{""id"": ""g.6.0"", ""content"": ""to protect from ball""}], [{""id"": ""g.7.0"", ""content"": ""in case they are hit with ball protects head""}], [{""id"": ""g.8.0"", ""content"": ""protection""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",525300001
"""No link""","""Why do the woman's feet seem to be off of the ground?""","[[{""id"": ""g.0.0"", ""content"": ""because she's jumping""}], [{""id"": ""g.1.0"", ""content"": ""angle of shot""}], [{""id"": ""g.2.0"", ""content"": ""yes""}], [{""id"": ""g.3.0"", ""content"": ""jumping""}], [{""id"": ""g.4.0"", ""content"": ""because she is jumping""}], [{""id"": ""g.5.0"", ""content"": ""she is jumping""}], [{""id"": ""g.6.0"", ""content"": ""she jumped""}], [{""id"": ""g.7.0"", ""content"": ""she leapt""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",394286005
"""No link""","""Why is the person's arm upraised?""","[[{""id"": ""g.0.0"", ""content"": ""kite""}], [{""id"": ""g.1.0"", ""content"": ""flying kite""}], [{""id"": ""g.2.0"", ""content"": ""holding kite""}], [{""id"": ""g.3.0"", ""content"": ""she is flying kite""}]]","[""empty"", ""empty"", ""empty"", ""empty""]",270636009
"""No link""","""Why is the smoke coming from the nose wheels?""","[[{""id"": ""g.0.0"", ""content"": ""yes""}], [{""id"": ""g.1.0"", ""content"": ""brake smoke""}], [{""id"": ""g.2.0"", ""content"": ""friction""}], [{""id"": ""g.3.0"", ""content"": ""plane is landing fast""}], [{""id"": ""g.4.0"", ""content"": ""landing""}], [{""id"": ""g.5.0"", ""content"": ""friction between plane wheel and runway""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",525380000
"""No link""","""Why is the woman sit on a cushion?""","[[{""id"": ""g.0.0"", ""content"": ""she's been there long time""}], [{""id"": ""g.1.0"", ""content"": ""resting""}], [{""id"": ""g.2.0"", ""content"": ""tired""}], [{""id"": ""g.3.0"", ""content"": ""make seat softer""}], [{""id"": ""g.4.0"", ""content"": ""waiting for customer""}], [{""id"": ""g.5.0"", ""content"": ""comfort""}], [{""id"": ""g.6.0"", ""content"": ""waiting for sales""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",410302003
"""No link""","""Why can both people sit on this char?""","[[{""id"": ""g.0.0"", ""content"": ""they are kids""}], [{""id"": ""g.1.0"", ""content"": ""they are children""}], [{""id"": ""g.2.0"", ""content"": ""they fit""}], [{""id"": ""g.3.0"", ""content"": ""they are small""}], [{""id"": ""g.4.0"", ""content"": ""small children""}], [{""id"": ""g.5.0"", ""content"": ""small people""}], [{""id"": ""g.6.0"", ""content"": ""they are little""}], [{""id"": ""g.7.0"", ""content"": ""they are toddlers""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",525450003
"""No link""","""Why does the man have a helmet on his head?""","[[{""id"": ""g.0.0"", ""content"": ""costume""}], [{""id"": ""g.1.0"", ""content"": ""performer""}], [{""id"": ""g.2.0"", ""content"": ""protection""}], [{""id"": ""g.3.0"", ""content"": ""for safety""}], [{""id"": ""g.4.0"", ""content"": ""to protect his head""}], [{""id"": ""g.5.0"", ""content"": ""for his costume""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",1204000
"""No link""","""Why does the picture appear so dark?""","[[{""id"": ""g.0.0"", ""content"": ""dusk""}], [{""id"": ""g.1.0"", ""content"": ""bright light behind in window""}], [{""id"": ""g.2.0"", ""content"": ""no flash""}], [{""id"": ""g.3.0"", ""content"": ""lighting from window""}], [{""id"": ""g.4.0"", ""content"": ""no lights on""}], [{""id"": ""g.5.0"", ""content"": ""bright light coming from window makes room look dark in contrast""}], [{""id"": ""g.6.0"", ""content"": ""sun backlighting""}], [{""id"": ""g.7.0"", ""content"": ""no light""}], [{""id"": ""g.8.0"", ""content"": ""lighting""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",528147000
"""No link""","""Why is the person using an umbrella?""","[[{""id"": ""g.0.0"", ""content"": ""raining""}], [{""id"": ""g.1.0"", ""content"": ""rain""}], [{""id"": ""g.2.0"", ""content"": ""it's raining""}], [{""id"": ""g.3.0"", ""content"": ""it is raining""}]]","[""empty"", ""empty"", ""empty"", ""empty""]",1216004
"""No link""","""Why is the plane in the air dropping down a ladder?""","[[{""id"": ""g.0.0"", ""content"": ""so guy can get on bike""}], [{""id"": ""g.1.0"", ""content"": ""to pick up guy""}], [{""id"": ""g.2.0"", ""content"": ""getman""}], [{""id"": ""g.3.0"", ""content"": ""stunt""}], [{""id"": ""g.4.0"", ""content"": ""for man to climb""}], [{""id"": ""g.5.0"", ""content"": ""ladder""}], [{""id"": ""g.6.0"", ""content"": ""man climbing""}], [{""id"": ""g.7.0"", ""content"": ""so man can get to ground""}], [{""id"": ""g.8.0"", ""content"": ""rescue""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",1232001
"""No link""","""Why must the man sit in this kind of chair?""","[[{""id"": ""g.0.0"", ""content"": ""hurt""}], [{""id"": ""g.1.0"", ""content"": ""his leg is broken""}], [{""id"": ""g.2.0"", ""content"": ""can't walk""}], [{""id"": ""g.3.0"", ""content"": ""disabled""}], [{""id"": ""g.4.0"", ""content"": ""handicapped""}], [{""id"": ""g.5.0"", ""content"": ""injured""}], [{""id"": ""g.6.0"", ""content"": ""he cannot use his legs""}], [{""id"": ""g.7.0"", ""content"": ""his legs are disabled""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",525533002
"""No link""","""Why are the animal's heads down?""","[[{""id"": ""g.0.0"", ""content"": ""they are eating""}], [{""id"": ""g.1.0"", ""content"": ""grazing""}], [{""id"": ""g.2.0"", ""content"": ""eating""}]]","[""empty"", ""empty"", ""empty""]",109156000
"""No link""","""Why did this person stop at this place?""","[[{""id"": ""g.0.0"", ""content"": ""to rest""}], [{""id"": ""g.1.0"", ""content"": ""pose for picture""}], [{""id"": ""g.2.0"", ""content"": ""pose""}], [{""id"": ""g.3.0"", ""content"": ""take picture""}], [{""id"": ""g.4.0"", ""content"": ""attend fair""}], [{""id"": ""g.5.0"", ""content"": ""festival""}], [{""id"": ""g.6.0"", ""content"": ""it's their destination""}], [{""id"": ""g.7.0"", ""content"": ""not possible""}], [{""id"": ""g.8.0"", ""content"": ""renaissance fair""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",279373004
"""No link""","""Why is there a sticker on this banana?""","[[{""id"": ""g.0.0"", ""content"": ""none shown""}], [{""id"": ""g.1.0"", ""content"": ""decoration""}], [{""id"": ""g.2.0"", ""content"": ""yes""}], [{""id"": ""g.3.0"", ""content"": ""decorated""}], [{""id"": ""g.4.0"", ""content"": ""toy""}], [{""id"": ""g.5.0"", ""content"": ""manufacturer sticker""}], [{""id"": ""g.6.0"", ""content"": ""art""}], [{""id"": ""g.7.0"", ""content"": ""makes face""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",525640002
"""No link""","""Why is the grown up beside the child?""","[[{""id"": ""g.0.0"", ""content"": ""safety""}], [{""id"": ""g.1.0"", ""content"": ""help him balance""}], [{""id"": ""g.2.0"", ""content"": ""helping child""}], [{""id"": ""g.3.0"", ""content"": ""guiding him on skis""}], [{""id"": ""g.4.0"", ""content"": ""to help her learn to ski""}], [{""id"": ""g.5.0"", ""content"": ""helping""}], [{""id"": ""g.6.0"", ""content"": ""teaching""}], [{""id"": ""g.7.0"", ""content"": ""holding child up""}], [{""id"": ""g.8.0"", ""content"": ""helping her ski""}]]","[""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty"", ""empty""]",394590001
