"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.answerGroups","Input.answerQuestions","Input.imgUrl","Input.questionStr","Input.question_id","Answer.answer_groups","Answer.answer_questions","Answer.is_skip","Answer.skipCheck","Answer.skip_reason","Turkle.Username"
"495513","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23764","129","Thu Jun 02 16:39:46 UTC 2022","Thu Jun 02 16:41:03 UTC 2022","77","[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""red""}]]","[""What color are the olives on the top of the pizza?"", ""What color is the pepperoni on the top of the pizza?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000214955.jpg""","""What color is the topping on the top of the pizza?""","214955005","[[{""id"":""g0.0"",""content"":""black""}],[{""id"":""g1.0"",""content"":""red""}]]","[""What color are the olives on the top of the pizza?"",""What color are the tomatoes on the top of the pizza?""]","false","","""All answer the same question""","jgualla1"
"495514","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23765","129","Thu Jun 02 16:41:03 UTC 2022","Thu Jun 02 16:41:46 UTC 2022","43","[[{""id"": ""g0.7"", ""content"": ""sandwich and soup""}], [{""id"": ""g1.0"", ""content"": ""burger and potatoes""}]]","[""What items are on the front center plate?"", ""What items are on the left most plate?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000190939.jpg""","""What items are on the main plate?""","190939007","[[{""id"":""g0.7"",""content"":""sandwich and soup""}],[{""id"":""g1.0"",""content"":""burger and potatoes""}]]","[""What items are on the front center plate?"",""What items are on the left most plate?""]","true","value","""delete""","jgualla1"
"495515","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23766","129","Thu Jun 02 16:41:46 UTC 2022","Thu Jun 02 17:23:53 UTC 2022","2527","[[{""id"": ""g0.3"", ""content"": ""jack daniel's""}], [{""id"": ""g1.5"", ""content"": ""cleaners""}]]","[""What kind of bottles are crowding the sink?"", ""What kind of utility bottles are on the counter?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000412190.jpg""","""What kind of bottles are on the counter?""","412190000","[[{""id"":""g0.3"",""content"":""jack daniel's""}],[{""id"":""g1.5"",""content"":""cleaners""}]]","[""What kind of bottles are crowding the sink?"",""What kind of utility bottles are on the counter?""]","true","value","""All answer the same question""","jgualla1"
"495517","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23768","129","Thu Jun 02 17:23:53 UTC 2022","Thu Jun 02 17:24:23 UTC 2022","30","[[{""id"": ""g0.4"", ""content"": ""window""}], [{""id"": ""g1.0"", ""content"": ""flowers""}], [{""id"": ""g2.0"", ""content"": ""light""}]]","[""What is out of focus on the right?"", ""What is out of focus on the table?"", ""What is bright and out of focus here?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000107109.jpg""","""What is out of focused here?""","107109016","[[{""id"":""g0.4"",""content"":""window""}],[{""id"":""g1.0"",""content"":""flowers""}],[{""id"":""g2.0"",""content"":""light""}]]","[""What is out of focus on the right?"",""What is out of focus on the table?"",""What is bright and out of focus here?""]","true","value","""All answer the same question""","jgualla1"
"495518","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23769","129","Thu Jun 02 17:24:23 UTC 2022","Thu Jun 02 17:24:43 UTC 2022","20","[[{""id"": ""g0.2"", ""content"": ""matadors""}], [{""id"": ""g1.1"", ""content"": ""yankees""}]]","[""What team is the man on the left holding the bat playing for?"", ""What team is the man on the right holding the bat playing for?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000429116.jpg""","""What team is the man holding the bat playing for?""","429116001","[[{""id"":""g0.2"",""content"":""matadors""}],[{""id"":""g1.1"",""content"":""yankees""}]]","[""What team is the man on the left holding the bat playing for?"",""What team is the man on the right holding the bat playing for?""]","true","value","""All answer the same question""","jgualla1"
"495519","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23770","129","Thu Jun 02 17:24:44 UTC 2022","Thu Jun 02 17:24:55 UTC 2022","11","[[{""id"": ""g0.0"", ""content"": ""surfboard""}], [{""id"": ""g1.1"", ""content"": ""driftwood""}], [{""id"": ""g2.2"", ""content"": ""tree trunk""}]]","[""What kind of processed wood can you see?"", ""What kind of dead unprocessed wood can you see?"", ""What kind of living wood can you see?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000179886.jpg""","""What kind of wood can you see?""","179886002","[[{""id"":""g0.0"",""content"":""surfboard""}],[{""id"":""g1.1"",""content"":""driftwood""}],[{""id"":""g2.2"",""content"":""tree trunk""}]]","[""What kind of processed wood can you see?"",""What kind of dead unprocessed wood can you see?"",""What kind of living wood can you see?""]","true","value","""All answer the same question""","jgualla1"
"495520","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23771","129","Thu Jun 02 17:24:55 UTC 2022","Thu Jun 02 17:26:10 UTC 2022","75","[[{""id"": ""g0.2"", ""content"": ""go mister""}], [{""id"": ""g1.3"", ""content"": ""korea""}], [{""id"": ""g2.0"", ""content"": ""outside""}]]","[""Which city was the picture taken by?"", ""In what country was the picture taken?"", ""Where in nature was the picture taken?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000238006.jpg""","""Where was the picture taken?""","238006001","[[{""id"":""g0.2"",""content"":""go mister""}],[{""id"":""g1.3"",""content"":""korea""}],[{""id"":""g2.0"",""content"":""outside""}]]","[""In which city was the picture taken?"",""In what country was the picture taken?"",""Where in nature was the picture taken?""]","true","value","""flag""","jgualla1"
"495521","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23772","129","Thu Jun 02 17:26:10 UTC 2022","Thu Jun 02 17:27:23 UTC 2022","73","[[{""id"": ""g0.1"", ""content"": ""blue screen""}], [{""id"": ""g1.0"", ""content"": ""games""}], [{""id"": ""g2.1"", ""content"": ""microsoft logo""}], [{""id"": ""g3.3"", ""content"": ""sign in page""}]]","[""What  color is on the laptops display?"", ""What is on the laptops display for?"", ""What is on the laptops displaying?"", ""What is on the laptops display indicating?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000304434.jpg""","""What is on the laptops display?""","304434002","[[{""id"":""g0.1"",""content"":""blue screen""}],[{""id"":""g2.1"",""content"":""microsoft logo""}],[{""id"":""g3.3"",""content"":""sign in page""}]]","[""What color is prominent on the laptops display?"",""What logo is on the laptops display?"",""What is the laptops display indicating?""]","false","","""All answer the same question""","jgualla1"
"495522","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23773","129","Thu Jun 02 17:27:23 UTC 2022","Thu Jun 02 17:28:17 UTC 2022","54","[[{""id"": ""g0.5"", ""content"": ""power for electrical trains""}], [{""id"": ""g1.0"", ""content"": ""trains""}], [{""id"": ""g2.1"", ""content"": ""tower wires""}]]","[""What are the wires overhead used for?"", ""What are the wires overhead for?"", ""What are the wires overhead called?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000434943.jpg""","""What are the wires overhead?""","434943002","[[{""id"":""g0.5"",""content"":""power for electrical trains""},{""id"":""g1.0"",""content"":""trains""}],[{""id"":""g2.1"",""content"":""tower wires""}]]","[""What are the wires overhead used for?"",""What are the wires overhead called?""]","false","","""All answer the same question""","jgualla1"
"495523","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23774","129","Thu Jun 02 17:28:17 UTC 2022","Thu Jun 02 17:28:43 UTC 2022","26","[[{""id"": ""g0.1"", ""content"": ""250 lbs""}], [{""id"": ""g1.0"", ""content"": ""8 feet""}], [{""id"": ""g2.3"", ""content"": ""very""}]]","[""How large in weight would this bear be?"", ""How large in feet would this bear be?"", ""How large would this bear be in general?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000420544.jpg""","""How large would this bear be?""","420544001","[[{""id"":""g0.1"",""content"":""250 lbs""}],[{""id"":""g1.0"",""content"":""8 feet""}],[{""id"":""g2.3"",""content"":""very""}]]","[""How large in weight would this bear be?"",""How large in feet would this bear be?"",""How large would this bear be?""]","true","value","""All answer the same question""","jgualla1"
"495524","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23775","129","Thu Jun 02 17:28:43 UTC 2022","Thu Jun 02 17:29:04 UTC 2022","21","[[{""id"": ""g0.0"", ""content"": ""kitchen""}], [{""id"": ""g1.8"", ""content"": ""on top of stove""}]]","[""Where in the house are the pizza?"", ""What is the pizza on?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000448944.jpg""","""Where are the pizza?""","448944007","[[{""id"":""g0.0"",""content"":""kitchen""}],[{""id"":""g1.8"",""content"":""on top of stove""}]]","[""Where in the house is the pizza?"",""What is the pizza on?""]","false","","""All answer the same question""","jgualla1"
"495525","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23776","129","Thu Jun 02 17:29:04 UTC 2022","Thu Jun 02 17:30:29 UTC 2022","85","[[{""id"": ""g0.6"", ""content"": ""brooklyn bridge""}], [{""id"": ""g1.0"", ""content"": ""london""}], [{""id"": ""g2.0"", ""content"": ""suspension""}]]","[""What bridge name can be seen in the distance?"", ""What city's bridge can be seen in the distance?"", ""What type of bridge can be seen in the distance?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000426038.jpg""","""What bridge can be seen in the distance?""","426038003","[[{""id"":""g0.6"",""content"":""brooklyn bridge""}],[{""id"":""g1.0"",""content"":""london""}],[{""id"":""g2.0"",""content"":""suspension""}]]","[""What is the name of the bridge that can be seen in the distance?"",""What city's bridge can be seen in the distance?"",""What type of bridge can be seen in the distance?""]","true","value","""flag""","jgualla1"
"495526","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23777","129","Thu Jun 02 17:30:29 UTC 2022","Thu Jun 02 17:32:40 UTC 2022","131","[[{""id"": ""g0.3"", ""content"": ""knit""}], [{""id"": ""g1.0"", ""content"": ""woolen""}], [{""id"": ""g2.1"", ""content"": ""hats""}], [{""id"": ""g3.1"", ""content"": ""lace""}]]","[""What kind craft made the clothes the toys are wearing ?"", ""What kind of clothes material are the toys wearing?"", ""What kind of clothes are the toys wearing on their heads?"", ""What kind of clothes are some  the toys wearing called?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000390286.jpg""","""What kind of clothes are the toys wearing?""","390286003","[[{""id"":""g0.3"",""content"":""knit""}],[{""id"":""g3.1"",""content"":""lace""},{""id"":""g1.0"",""content"":""woolen""}],[{""id"":""g2.1"",""content"":""hats""}]]","[""What kind of craft made the clothes the toys are wearing?"",""What material are the clothes the toys wearing made from?"",""What kind of clothes are the toys wearing on their heads?""]","false","","""All answer the same question""","jgualla1"
"495527","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23778","129","Thu Jun 02 17:32:40 UTC 2022","Thu Jun 02 17:34:02 UTC 2022","82","[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.2"", ""content"": ""button up top""}], [{""id"": ""g2.2"", ""content"": ""sweater""}], [{""id"": ""g3.0"", ""content"": ""long sleeve""}]]","[""What kind of top is she wearing colored?"", ""What kind of top is she wearing fastened by?"", ""What kind of top is she wearing called?"", ""What kind of  sleeve top is she wearing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000453968.jpg""","""What kind of top is she wearing?""","453968006","[[{""id"":""g0.0"",""content"":""white""}],[{""id"":""g2.2"",""content"":""sweater""},{""id"":""g1.2"",""content"":""button up top""}],[{""id"":""g3.0"",""content"":""long sleeve""}]]","[""What is the color of the top she is wearing?"",""What style of top is she wearing?"",""What kind of sleeves does top is she wearing have?""]","false","","""All answer the same question""","jgualla1"
"495528","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23779","129","Thu Jun 02 17:34:02 UTC 2022","Thu Jun 02 17:34:42 UTC 2022","40","[[{""id"": ""g0.1"", ""content"": ""on table""}], [{""id"": ""g1.4"", ""content"": ""eft side of counter in kitchen""}]]","[""What is the fan on?"", ""Where is the fan in photo?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000418141.jpg""","""Where is the fan?""","418141002","[[{""id"":""g0.1"",""content"":""on table""}],[{""id"":""g1.4"",""content"":""eft side of counter in kitchen""}]]","[""What is the fan on?"",""Where is the fan in terms of the counter and kitchen?""]","false","","""All answer the same question""","jgualla1"
"495529","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23780","129","Thu Jun 02 17:34:42 UTC 2022","Thu Jun 02 17:35:47 UTC 2022","65","[[{""id"": ""g0.1"", ""content"": ""right""}], [{""id"": ""g1.2"", ""content"": ""waiting""}], [{""id"": ""g2.1"", ""content"": ""baggage""}], [{""id"": ""g3.0"", ""content"": ""airport""}]]","[""Where are the passengers in the photo?"", ""What are the passengers doing?"", ""What are the passengers waiting for?"", ""Where are the passengers located in city?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000170857.jpg""","""Where are the passengers?""","170857002","[[{""id"":""g0.1"",""content"":""right""}],[{""id"":""g1.2"",""content"":""waiting""}],[{""id"":""g2.1"",""content"":""baggage""}],[{""id"":""g3.0"",""content"":""airport""}]]","[""Where are the passengers in the photo?"",""What are the passengers doing?"",""What are the passengers waiting for?"",""In what building are the passengers located?""]","false","","""All answer the same question""","jgualla1"
"495530","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23781","129","Thu Jun 02 17:35:47 UTC 2022","Thu Jun 02 17:35:59 UTC 2022","12","[[{""id"": ""g0.3"", ""content"": ""cielle""}], [{""id"": ""g1.2"", ""content"": ""big knife""}]]","[""Who killed the dog cake here?"", ""What killed the dog cake?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000309404.jpg""","""Who killed the dog cake?""","309404023","[[{""id"":""g0.3"",""content"":""cielle""}],[{""id"":""g1.2"",""content"":""big knife""}]]","[""Who killed the dog cake here?"",""What killed the dog cake?""]","true","value","""delete""","jgualla1"
"495531","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23782","129","Thu Jun 02 17:36:00 UTC 2022","Thu Jun 02 17:37:17 UTC 2022","77","[[{""id"": ""g0.4"", ""content"": ""bowling""}], [{""id"": ""g1.2"", ""content"": ""wii sports""}]]","[""What sport might he be involved in with her?"", ""What system might he be involved in?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000248141.jpg""","""What sport might he be involved in?""","248141002","[[{""id"":""g0.4"",""content"":""bowling""}],[{""id"":""g1.2"",""content"":""wii sports""}]]","[""What sport could he be involved in?"",""What system is he using to play sports?""]","false","","""All answer the same question""","jgualla1"
"495532","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23783","129","Thu Jun 02 17:37:17 UTC 2022","Thu Jun 02 17:37:50 UTC 2022","33","[[{""id"": ""g0.5"", ""content"": ""edna texas""}], [{""id"": ""g1.0"", ""content"": ""farming business""}], [{""id"": ""g2.0"", ""content"": ""downtown""}], [{""id"": ""g3.0"", ""content"": ""apartments""}]]","[""What location is this a photo of?"", ""What business is this a photo of?"", ""Where is this a photo of in the city?"", ""What building is this a photo of?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000256098.jpg""","""What is this a photo of?""","256098001","[[{""id"":""g0.5"",""content"":""edna texas""}],[{""id"":""g1.0"",""content"":""farming business""}],[{""id"":""g2.0"",""content"":""downtown""}],[{""id"":""g3.0"",""content"":""apartments""}]]","[""What city is this a photo of?"",""What business is this a photo of?"",""Where in the city is this a photo of?"",""What kind of building is this a photo of?""]","false","","""All answer the same question""","jgualla1"
"495533","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23784","129","Thu Jun 02 17:37:50 UTC 2022","Thu Jun 02 17:38:34 UTC 2022","44","[[{""id"": ""g0.6"", ""content"": ""not visible""}], [{""id"": ""g1.0"", ""content"": ""empty""}]]","[""Where is the white wine bottle in photo?"", ""Where is the white wine bottle fill line?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000472432.jpg""","""Where is the white wine bottle?""","472432002","[[{""id"":""g0.6"",""content"":""not visible""}],[{""id"":""g1.0"",""content"":""empty""}]]","[""Where is the white wine bottle in photo?"",""Where is the white wine bottle fill line?""]","true","value","""delete/flag""","jgualla1"
"495534","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23785","129","Thu Jun 02 17:38:34 UTC 2022","Thu Jun 02 17:38:46 UTC 2022","12","[[{""id"": ""g0.7"", ""content"": ""note""}], [{""id"": ""g1.0"", ""content"": ""phone""}]]","[""What is the writing possibly?"", ""What is using for the writing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000035884.jpg""","""What is the writing?""","35884005","[[{""id"":""g0.7"",""content"":""note""}],[{""id"":""g1.0"",""content"":""phone""}]]","[""What is the writing possibly?"",""What is using for the writing?""]","true","value","""delete, flag""","jgualla1"
"495535","727","jimena_test_for_annotator_uncertainty","Thu Jun 02 16:32:23 UTC 2022","1","86400","23786","129","Thu Jun 02 17:38:46 UTC 2022","Thu Jun 02 17:40:50 UTC 2022","124","[[{""id"": ""g0.3"", ""content"": ""fire""}], [{""id"": ""g1.0"", ""content"": ""abandoned gas station""}]]","[""For what purpose is the hydraulic pump on the street?"", ""Where is the hydraulic pump on the street?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000222006.jpg""","""Why is the hydraulic pump on the street?""","222006012","[[{""id"":""g0.3"",""content"":""fire""}],[{""id"":""g1.0"",""content"":""abandoned gas station""}]]","[""For what purpose is the hydraulic pump on the street?"",""Why was the hydraulic pump placed on the street next to the building?""]","false","","""All answer the same question""","jgualla1"
