"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.answerGroups","Input.answerQuestions","Input.imgUrl","Input.questionStr","Answer.answer_groups","Answer.answer_questions","Answer.is_skip","Answer.skipCheck","Answer.skip_reason","Turkle.Username"
"476673","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22333","141","Sat Feb 26 20:20:46 UTC 2022","Sat Feb 26 20:21:08 UTC 2022","22","[[{""id"": ""g0.0"", ""content"": ""motorcycle""}, {""id"": ""g0.1"", ""content"": ""motorcycle show""}, {""id"": ""g0.2"", ""content"": ""motorcycle gathering""}, {""id"": ""g0.3"", ""content"": ""motorcycle event""}], [{""id"": ""g1.0"", ""content"": ""motorcycle rally""}, {""id"": ""g1.1"", ""content"": ""biker""}, {""id"": ""g1.2"", ""content"": ""bike rally""}, {""id"": ""g1.3"", ""content"": ""biker rally""}]]","[""What kind of event is this?"", ""What kind of event is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000452597.jpg""","""What kind of event is this?""","[[{""id"":""g0.0"",""content"":""motorcycle""},{""id"":""g0.1"",""content"":""motorcycle show""},{""id"":""g0.2"",""content"":""motorcycle gathering""},{""id"":""g0.3"",""content"":""motorcycle event""}],[{""id"":""g1.0"",""content"":""motorcycle rally""},{""id"":""g1.1"",""content"":""biker""},{""id"":""g1.2"",""content"":""bike rally""},{""id"":""g1.3"",""content"":""biker rally""}]]","[""What kind of event is this?"",""What kind of event is this?""]","true","value","""All answer the same question""","ohussei3"
"476673","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22442","139","Wed Mar 02 18:54:16 UTC 2022","Wed Mar 02 18:54:41 UTC 2022","25","[[{""id"": ""g0.0"", ""content"": ""motorcycle""}, {""id"": ""g0.1"", ""content"": ""motorcycle show""}, {""id"": ""g0.2"", ""content"": ""motorcycle gathering""}, {""id"": ""g0.3"", ""content"": ""motorcycle event""}], [{""id"": ""g1.0"", ""content"": ""motorcycle rally""}, {""id"": ""g1.1"", ""content"": ""biker""}, {""id"": ""g1.2"", ""content"": ""bike rally""}, {""id"": ""g1.3"", ""content"": ""biker rally""}]]","[""What kind of event is this?"", ""What kind of event is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000452597.jpg""","""What kind of event is this?""","[[{""id"":""g0.0"",""content"":""motorcycle""},{""id"":""g0.1"",""content"":""motorcycle show""},{""id"":""g0.2"",""content"":""motorcycle gathering""},{""id"":""g0.3"",""content"":""motorcycle event""}],[{""id"":""g1.0"",""content"":""motorcycle rally""},{""id"":""g1.1"",""content"":""biker""},{""id"":""g1.2"",""content"":""bike rally""},{""id"":""g1.3"",""content"":""biker rally""}]]","[""What kind of event is this?"",""What kind of event is this?""]","true","value","""All answer the same question""","rhuang29"
"476674","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22173","52","Thu Feb 24 13:04:15 UTC 2022","Thu Feb 24 13:06:00 UTC 2022","105","[[{""id"": ""g0.0"", ""content"": ""under catwalk""}, {""id"": ""g0.1"", ""content"": ""street""}, {""id"": ""g0.2"", ""content"": ""on street""}, {""id"": ""g0.3"", ""content"": ""stopped on side of road""}, {""id"": ""g0.4"", ""content"": ""behind people""}], [{""id"": ""g1.0"", ""content"": ""left side""}, {""id"": ""g1.1"", ""content"": ""left""}, {""id"": ""g1.2"", ""content"": ""bottom left""}, {""id"": ""g1.3"", ""content"": ""on left""}]]","[""Where is the ambulance?"", ""Where is the ambulance?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000045492.jpg""","""Where is the ambulance?""","[[{""id"":""g0.1"",""content"":""street""},{""id"":""g0.2"",""content"":""on street""}],[{""id"":""g1.0"",""content"":""left side""},{""id"":""g1.1"",""content"":""left""},{""id"":""g1.2"",""content"":""bottom left""},{""id"":""g1.3"",""content"":""on left""}],[{""id"":""g0.0"",""content"":""under catwalk""},{""id"":""g0.4"",""content"":""behind people""},{""id"":""g0.3"",""content"":""stopped on side of road""}]]","[""What is the ambulance on?"",""Where in the photo is the ambulance?"",""Where is the ambulance, relative to other objects?""]","false","","""All answer the same question""","esteng"
"476674","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22334","141","Sat Feb 26 20:21:08 UTC 2022","Sat Feb 26 20:21:20 UTC 2022","12","[[{""id"": ""g0.0"", ""content"": ""under catwalk""}, {""id"": ""g0.1"", ""content"": ""street""}, {""id"": ""g0.2"", ""content"": ""on street""}, {""id"": ""g0.3"", ""content"": ""stopped on side of road""}, {""id"": ""g0.4"", ""content"": ""behind people""}], [{""id"": ""g1.0"", ""content"": ""left side""}, {""id"": ""g1.1"", ""content"": ""left""}, {""id"": ""g1.2"", ""content"": ""bottom left""}, {""id"": ""g1.3"", ""content"": ""on left""}]]","[""Where is the ambulance?"", ""Where is the ambulance?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000045492.jpg""","""Where is the ambulance?""","[[{""id"":""g0.0"",""content"":""under catwalk""},{""id"":""g0.1"",""content"":""street""},{""id"":""g0.2"",""content"":""on street""},{""id"":""g0.3"",""content"":""stopped on side of road""},{""id"":""g0.4"",""content"":""behind people""}],[{""id"":""g1.0"",""content"":""left side""},{""id"":""g1.1"",""content"":""left""},{""id"":""g1.2"",""content"":""bottom left""},{""id"":""g1.3"",""content"":""on left""}]]","[""Where is the ambulance?"",""Where is the ambulance?""]","true","value","""All answer the same question""","ohussei3"
"476674","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22443","139","Wed Mar 02 18:54:41 UTC 2022","Wed Mar 02 18:55:29 UTC 2022","48","[[{""id"": ""g0.0"", ""content"": ""under catwalk""}, {""id"": ""g0.1"", ""content"": ""street""}, {""id"": ""g0.2"", ""content"": ""on street""}, {""id"": ""g0.3"", ""content"": ""stopped on side of road""}, {""id"": ""g0.4"", ""content"": ""behind people""}], [{""id"": ""g1.0"", ""content"": ""left side""}, {""id"": ""g1.1"", ""content"": ""left""}, {""id"": ""g1.2"", ""content"": ""bottom left""}, {""id"": ""g1.3"", ""content"": ""on left""}]]","[""Where is the ambulance?"", ""Where is the ambulance?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000045492.jpg""","""Where is the ambulance?""","[[{""id"":""g0.0"",""content"":""under catwalk""},{""id"":""g0.1"",""content"":""street""},{""id"":""g0.2"",""content"":""on street""},{""id"":""g0.3"",""content"":""stopped on side of road""},{""id"":""g0.4"",""content"":""behind people""}],[{""id"":""g1.0"",""content"":""left side""},{""id"":""g1.1"",""content"":""left""},{""id"":""g1.2"",""content"":""bottom left""},{""id"":""g1.3"",""content"":""on left""}]]","[""Where is the ambulance geographically?"",""Where is the ambulance in reference to the people?""]","false","","""All answer the same question""","rhuang29"
"476675","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22174","52","Thu Feb 24 13:06:00 UTC 2022","Thu Feb 24 13:06:48 UTC 2022","48","[[{""id"": ""g0.0"", ""content"": ""on ground floor""}, {""id"": ""g0.1"", ""content"": ""on patio""}, {""id"": ""g0.2"", ""content"": ""farmers market""}, {""id"": ""g0.3"", ""content"": ""over seating""}, {""id"": ""g0.4"", ""content"": ""in picture""}], [{""id"": ""g1.0"", ""content"": ""above tables""}, {""id"": ""g1.1"", ""content"": ""tables""}, {""id"": ""g1.2"", ""content"": ""over tables""}]]","[""Where are the umbrellas?"", ""Where are the umbrellas?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000456109.jpg""","""Where are the umbrellas?""","[[{""id"":""g0.0"",""content"":""on ground floor""},{""id"":""g0.1"",""content"":""on patio""},{""id"":""g0.2"",""content"":""farmers market""}],[{""id"":""g0.3"",""content"":""over seating""},{""id"":""g1.0"",""content"":""above tables""},{""id"":""g1.1"",""content"":""tables""},{""id"":""g1.2"",""content"":""over tables""}]]","[""What are the umbrellas on?"",""What are the umbrellas over?""]","false","","""All answer the same question""","esteng"
"476675","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22335","141","Sat Feb 26 20:21:20 UTC 2022","Sat Feb 26 20:23:00 UTC 2022","100","[[{""id"": ""g0.0"", ""content"": ""on ground floor""}, {""id"": ""g0.1"", ""content"": ""on patio""}, {""id"": ""g0.2"", ""content"": ""farmers market""}, {""id"": ""g0.3"", ""content"": ""over seating""}, {""id"": ""g0.4"", ""content"": ""in picture""}], [{""id"": ""g1.0"", ""content"": ""above tables""}, {""id"": ""g1.1"", ""content"": ""tables""}, {""id"": ""g1.2"", ""content"": ""over tables""}]]","[""Where are the umbrellas?"", ""Where are the umbrellas?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000456109.jpg""","""Where are the umbrellas?""","[[{""id"":""g0.0"",""content"":""on ground floor""},{""id"":""g0.1"",""content"":""on patio""}],[{""id"":""g1.0"",""content"":""above tables""},{""id"":""g1.1"",""content"":""tables""},{""id"":""g1.2"",""content"":""over tables""},{""id"":""g0.3"",""content"":""over seating""}]]","[""Where are the umbrellas covering?"",""Over what are the umbrellas?""]","false","","""All answer the same question""","ohussei3"
"476675","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22444","139","Wed Mar 02 18:55:30 UTC 2022","Wed Mar 02 18:55:45 UTC 2022","15","[[{""id"": ""g0.0"", ""content"": ""on ground floor""}, {""id"": ""g0.1"", ""content"": ""on patio""}, {""id"": ""g0.2"", ""content"": ""farmers market""}, {""id"": ""g0.3"", ""content"": ""over seating""}, {""id"": ""g0.4"", ""content"": ""in picture""}], [{""id"": ""g1.0"", ""content"": ""above tables""}, {""id"": ""g1.1"", ""content"": ""tables""}, {""id"": ""g1.2"", ""content"": ""over tables""}]]","[""Where are the umbrellas?"", ""Where are the umbrellas?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000456109.jpg""","""Where are the umbrellas?""","[[{""id"":""g0.0"",""content"":""on ground floor""},{""id"":""g0.1"",""content"":""on patio""},{""id"":""g0.2"",""content"":""farmers market""},{""id"":""g0.3"",""content"":""over seating""},{""id"":""g0.4"",""content"":""in picture""}],[{""id"":""g1.0"",""content"":""above tables""},{""id"":""g1.1"",""content"":""tables""},{""id"":""g1.2"",""content"":""over tables""}]]","[""Where are the umbrellas?"",""Where are the umbrellas?""]","true","value","""All answer the same question""","rhuang29"
"476676","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22175","52","Thu Feb 24 13:06:48 UTC 2022","Thu Feb 24 13:06:53 UTC 2022","5","[[{""id"": ""g0.0"", ""content"": ""teddy bears""}, {""id"": ""g0.1"", ""content"": ""teddy bear""}, {""id"": ""g0.2"", ""content"": ""bears""}], [{""id"": ""g1.0"", ""content"": ""bear""}]]","[""What animal is on the blanket?"", ""What animal is on the blanket?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000045836.jpg""","""What animal is on the blanket?""","[[{""id"":""g0.0"",""content"":""teddy bears""},{""id"":""g0.1"",""content"":""teddy bear""},{""id"":""g0.2"",""content"":""bears""}],[{""id"":""g1.0"",""content"":""bear""}]]","[""What animal is on the blanket?"",""What animal is on the blanket?""]","true","value","""All answer the same question""","esteng"
"476676","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22336","141","Sat Feb 26 20:23:00 UTC 2022","Sat Feb 26 20:23:20 UTC 2022","20","[[{""id"": ""g0.0"", ""content"": ""teddy bears""}, {""id"": ""g0.1"", ""content"": ""teddy bear""}, {""id"": ""g0.2"", ""content"": ""bears""}], [{""id"": ""g1.0"", ""content"": ""bear""}]]","[""What animal is on the blanket?"", ""What animal is on the blanket?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000045836.jpg""","""What animal is on the blanket?""","[[{""id"":""g0.0"",""content"":""teddy bears""},{""id"":""g0.1"",""content"":""teddy bear""},{""id"":""g0.2"",""content"":""bears""}],[{""id"":""g1.0"",""content"":""bear""}]]","[""What animal is on the blanket?"",""What animal is on the blanket?""]","true","value","""All answer the same question""","ohussei3"
"476676","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22445","139","Wed Mar 02 18:55:45 UTC 2022","Wed Mar 02 18:55:52 UTC 2022","7","[[{""id"": ""g0.0"", ""content"": ""teddy bears""}, {""id"": ""g0.1"", ""content"": ""teddy bear""}, {""id"": ""g0.2"", ""content"": ""bears""}], [{""id"": ""g1.0"", ""content"": ""bear""}]]","[""What animal is on the blanket?"", ""What animal is on the blanket?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000045836.jpg""","""What animal is on the blanket?""","[[{""id"":""g0.0"",""content"":""teddy bears""},{""id"":""g0.1"",""content"":""teddy bear""},{""id"":""g0.2"",""content"":""bears""}],[{""id"":""g1.0"",""content"":""bear""}]]","[""What animal is on the blanket?"",""What animal is on the blanket?""]","true","value","""All answer the same question""","rhuang29"
"476677","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22176","52","Thu Feb 24 13:06:53 UTC 2022","Thu Feb 24 13:07:32 UTC 2022","39","[[{""id"": ""g0.0"", ""content"": ""latte""}, {""id"": ""g0.1"", ""content"": ""coffee""}], [{""id"": ""g1.0"", ""content"": ""yes""}]]","[""Was a beverage served?"", ""Was a beverage served?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000460694.jpg""","""Was a beverage served?""","[[{""id"":""g0.0"",""content"":""latte""},{""id"":""g0.1"",""content"":""coffee""}],[{""id"":""g1.0"",""content"":""yes""}]]","[""What kind of beverage was served?"",""Was any beverage served?""]","false","","""All answer the same question""","esteng"
"476677","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22337","141","Sat Feb 26 20:23:20 UTC 2022","Sat Feb 26 20:23:55 UTC 2022","35","[[{""id"": ""g0.0"", ""content"": ""latte""}, {""id"": ""g0.1"", ""content"": ""coffee""}], [{""id"": ""g1.0"", ""content"": ""yes""}]]","[""Was a beverage served?"", ""Was a beverage served?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000460694.jpg""","""Was a beverage served?""","[[{""id"":""g0.0"",""content"":""latte""},{""id"":""g0.1"",""content"":""coffee""}],[{""id"":""g1.0"",""content"":""yes""}]]","[""What beverage was served?"",""Was a beverage served yes or no?""]","false","","""All answer the same question""","ohussei3"
"476677","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22446","139","Wed Mar 02 18:55:52 UTC 2022","Wed Mar 02 18:56:11 UTC 2022","19","[[{""id"": ""g0.0"", ""content"": ""latte""}, {""id"": ""g0.1"", ""content"": ""coffee""}], [{""id"": ""g1.0"", ""content"": ""yes""}]]","[""Was a beverage served?"", ""Was a beverage served?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000460694.jpg""","""Was a beverage served?""","[[{""id"":""g0.0"",""content"":""latte""},{""id"":""g0.1"",""content"":""coffee""}],[{""id"":""g1.0"",""content"":""yes""}]]","[""What beverage was served?"",""Was there a beverage served?""]","false","","""All answer the same question""","rhuang29"
"476678","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22177","52","Thu Feb 24 13:07:32 UTC 2022","Thu Feb 24 13:07:44 UTC 2022","12","[[{""id"": ""g0.0"", ""content"": ""people""}, {""id"": ""g0.1"", ""content"": ""yes""}, {""id"": ""g0.2"", ""content"": ""people caged in""}], [{""id"": ""g1.0"", ""content"": ""animals""}, {""id"": ""g1.1"", ""content"": ""animal""}]]","[""Are the animals or people caged in?"", ""Are the animals or people caged in?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000466845.jpg""","""Are the animals or people caged in?""","[[{""id"":""g0.0"",""content"":""people""},{""id"":""g0.1"",""content"":""yes""},{""id"":""g0.2"",""content"":""people caged in""}],[{""id"":""g1.0"",""content"":""animals""},{""id"":""g1.1"",""content"":""animal""}]]","[""Are the animals or people caged in?"",""Are the animals or people caged in?""]","true","value","""All answer the same question""","esteng"
"476678","85","Uncertainty QUD","Thu Feb 24 13:02:48 UTC 2022","3","86400","22338","141","Sat Feb 26 20:23:55 UTC 2022","Sat Feb 26 20:24:25 UTC 2022","30","[[{""id"": ""g0.0"", ""content"": ""people""}, {""id"": ""g0.1"", ""content"": ""yes""}, {""id"": ""g0.2"", ""content"": ""people caged in""}], [{""id"": ""g1.0"", ""content"": ""animals""}, {""id"": ""g1.1"", ""content"": ""animal""}]]","[""Are the animals or people caged in?"", ""Are the animals or people caged in?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000466845.jpg""","""Are the animals or people caged in?""","[[{""id"":""g0.0"",""content"":""people""},{""id"":""g0.2"",""content"":""people caged in""}],[{""id"":""g1.0"",""content"":""animals""},{""id"":""g1.1"",""content"":""animal""}]]","[""Are the animals or people caged in?"",""Are the animals or people caged in?""]","true","value","""All answer the same question""","ohussei3"
