HITId,HITTypeId,Title,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.answerGroups,Input.answerQuestions,Input.imgUrl,Input.questionStr,Input.question_id,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Turkle.Username
515822,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24549,129,Fri Jun 24 16:26:37 UTC 2022,Fri Jun 24 16:27:01 UTC 2022,24,"[[{""id"": ""g0.2"", ""content"": ""yosemite""}], [{""id"": ""g1.2"", ""content"": ""slight slope""}], [{""id"": ""g2.0"", ""content"": ""north""}]]","[""What is the mountain slope's nam this person snowboarding on?"", ""What mountain slope terrain is this person snowboarding on?"", ""What mountain slope direction is this person snowboarding on?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000354741.jpg""","""What mountain slope is this person snowboarding on?""",354741008,"[[{""id"":""g0.2"",""content"":""yosemite""}],[{""id"":""g1.2"",""content"":""slight slope""}],[{""id"":""g2.0"",""content"":""north""}]]","[""What is the mountain slope's nam this person snowboarding on?"",""What mountain slope terrain is this person snowboarding on?"",""What mountain slope direction is this person snowboarding on?""]",true,value,"[""skip"", ""~"", ""A/K. M/B      ""]",jgualla1
515838,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24565,129,Fri Jun 24 16:30:12 UTC 2022,Fri Jun 24 16:30:22 UTC 2022,10,"[[{""id"": ""g0.6"", ""content"": ""speedo""}], [{""id"": ""g1.2"", ""content"": ""white lettering""}]]","[""What is written on the person's sleeve represent?"", ""What design is written on the person's sleeve?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000342681.jpg""","""What is written on the person's sleeve?""",342681006,"[[{""id"":""g0.6"",""content"":""speedo""}],[{""id"":""g1.2"",""content"":""white lettering""}]]","[""What is written on the person's sleeve represent?"",""What design is written on the person's sleeve?""]",true,value,"[""skip"", ""~"", ""A/K. M/A. M/B    ""]",jgualla1
515883,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24610,129,Fri Jun 24 16:43:12 UTC 2022,Fri Jun 24 16:43:19 UTC 2022,7,"[[{""id"": ""g0.1"", ""content"": ""old car show""}], [{""id"": ""g1.3"", ""content"": ""motorcycle show""}]]","[""What kind of event is this?"", ""What kind of event is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000265967.jpg""","""What kind of event is this?""",265967000,"[[{""id"":""g0.1"",""content"":""old car show""}],[{""id"":""g1.3"",""content"":""motorcycle show""}]]","[""What kind of event is this?"",""What kind of event is this?""]",true,value,"[""skip"", ""A/K"", ""~ (same) ""]",jgualla1
515885,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24612,129,Fri Jun 24 16:43:29 UTC 2022,Fri Jun 24 16:43:35 UTC 2022,6,"[[{""id"": ""g0.1"", ""content"": ""coffee""}], [{""id"": ""g1.0"", ""content"": ""yes""}]]","[""What kind of beverage was served?"", ""Was any beverage served?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000460694.jpg""","""Was a beverage served?""",460694000,"[[{""id"":""g0.1"",""content"":""coffee""}],[{""id"":""g1.0"",""content"":""yes""}]]","[""What kind of beverage was served?"",""Was any beverage served?""]",true,value,"[""skip"", ""~"", ""M/A. ~""]",jgualla1
515886,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24613,129,Fri Jun 24 16:43:35 UTC 2022,Fri Jun 24 16:43:42 UTC 2022,7,"[[{""id"": ""g0.1"", ""content"": ""people caged in""}], [{""id"": ""g1.1"", ""content"": ""animal""}]]","[""Are the animals or people in the cage?"", ""Are the animals or people outside the cage ?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000466845.jpg""","""Are the animals or people caged in?""",466845001,"[[{""id"":""g0.1"",""content"":""people caged in""}],[{""id"":""g1.1"",""content"":""animal""}]]","[""Are the animals or people in the cage?"",""Are the animals or people outside the cage ?""]",true,value,"[""skip"", ""~"", ""~ (disagreement on what caged means) ""]",jgualla1
515889,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24616,129,Fri Jun 24 16:44:05 UTC 2022,Fri Jun 24 16:44:33 UTC 2022,28,"[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.0"", ""content"": ""brown""}]]","[""What is the color of the car behind the locomotive?"", ""What is the color of the second car behind the locomotive?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000165829.jpg""","""What is the color of the second box car?""",165829001,"[[{""id"":""g0.0"",""content"":""white""}],[{""id"":""g1.0"",""content"":""brown""}]]","[""What is the color of the car behind the locomotive?"",""What is the color of the second car behind the locomotive?""]",true,value,"[""skip"", ""~"", ""A/M. A/L. ~ (A/L-like but more about frame of reference) ""]",jgualla1
515891,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24618,129,Fri Jun 24 16:44:41 UTC 2022,Fri Jun 24 16:47:34 UTC 2022,173,"[[{""id"": ""g0.2"", ""content"": ""on floor""}], [{""id"": ""g1.2"", ""content"": ""on sidewalk""}]]","[""What are the bags placed on?"", ""What hard surface are the bags placed?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000172475.jpg""","""Where are the bags placed?""",172475009,"[[{""id"":""g0.2"",""content"":""on floor""}],[{""id"":""g1.2"",""content"":""on sidewalk""}]]","[""What are the bags placed on?"",""What hard surface are the bags placed?""]",true,value,"[""skip"", ""~"", ""A/L ""]",jgualla1
515901,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24628,129,Fri Jun 24 16:50:56 UTC 2022,Fri Jun 24 16:51:06 UTC 2022,10,"[[{""id"": ""g0.0"", ""content"": ""up""}], [{""id"": ""g1.0"", ""content"": ""down""}]]","[""Is the toilet lid up or down?"", ""Is the toilet seat up or down?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000300571.jpg""","""Is the toilet seat lid up or down?""",300571000,"[[{""id"":""g0.0"",""content"":""up""}],[{""id"":""g1.0"",""content"":""down""}]]","[""Is the toilet lid up or down?"",""Is the toilet seat up or down?""]",true,value,"[""skip"", ""skip"", ""M/A. ~ (disaggrement about what is lid or seat) ""]",jgualla1
515917,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24644,129,Fri Jun 24 16:55:27 UTC 2022,Fri Jun 24 16:55:54 UTC 2022,27,"[[{""id"": ""g0.2"", ""content"": ""moving""}], [{""id"": ""g1.1"", ""content"": ""biking""}], [{""id"": ""g2.0"", ""content"": ""enjoying park""}], [{""id"": ""g3.1"", ""content"": ""biking, running, walking""}]]","[""What are the people doing in motion"", ""What activity are the people doing?"", ""What are the people doing here?"", ""What activity are the people doing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000144552.jpg""","""What are the people doing?""",144552001,"[[{""id"":""g0.2"",""content"":""moving""}],[{""id"":""g1.1"",""content"":""biking""}],[{""id"":""g2.0"",""content"":""enjoying park""}],[{""id"":""g3.1"",""content"":""biking, running, walking""}]]","[""What are the people doing in motion"",""What activity are the people doing?"",""What are the people doing here?"",""What activity are the people doing?""]",true,value,"[""skip"", ""A/M.A/G.~"", ""A/M. A/G   ""]",jgualla1
515934,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24661,129,Fri Jun 24 16:59:04 UTC 2022,Fri Jun 24 16:59:12 UTC 2022,8,"[[{""id"": ""g0.5"", ""content"": ""light is off""}], [{""id"": ""g1.3"", ""content"": ""speaker""}]]","[""Why is part of the computer in the shade possibly?"", ""What part of the computer is in the shade?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000451213.jpg""","""Why is part of the computer in the shade?""",451213004,"[[{""id"":""g0.5"",""content"":""light is off""}],[{""id"":""g1.3"",""content"":""speaker""}]]","[""Why is part of the computer in the shade possibly?"",""What part of the computer is in the shade?""]",true,value,"[""skip"", ""~"", ""M/B. M/A. ~ (reason) ""]",jgualla1
515942,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24669,129,Fri Jun 24 17:00:56 UTC 2022,Fri Jun 24 17:01:08 UTC 2022,12,"[[{""id"": ""g0.6"", ""content"": ""toronto""}], [{""id"": ""g1.0"", ""content"": ""fowler""}]]","[""What team does he play for named?"", ""What 's his name for theteam does he play for?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000387606.jpg""","""What team does he play for?""",387606002,"[[{""id"":""g0.6"",""content"":""toronto""}],[{""id"":""g1.0"",""content"":""fowler""}]]","[""What team does he play for named?"",""What 's his name for theteam does he play for?""]",true,value,"[""skip"", ""U"", ""U. A/M. ~ (underspecified/domain knowledge) ""]",jgualla1
515945,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24672,129,Fri Jun 24 17:01:31 UTC 2022,Fri Jun 24 17:01:39 UTC 2022,8,"[[{""id"": ""g0.5"", ""content"": ""5""}], [{""id"": ""g1.0"", ""content"": ""boy""}]]","[""How old would you consider the subject in this picture to be?"", ""How would you classify the subject in this picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000309096.jpg""","""How old would you consider the subject in this picture?""",309096011,"[[{""id"":""g0.5"",""content"":""5""}],[{""id"":""g1.0"",""content"":""boy""}]]","[""How old would you consider the subject in this picture to be?"",""How would you classify the subject in this picture?""]",true,value,"[""skip"", ""~"", ""M/A.A/T ""]",jgualla1
515948,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24675,129,Fri Jun 24 17:02:15 UTC 2022,Fri Jun 24 17:02:34 UTC 2022,19,"[[{""id"": ""g0.5"", ""content"": ""belt""}], [{""id"": ""g1.0"", ""content"": ""post""}]]","[""What possible item is around the woman in the red shirt's waist?"", ""The item around the woman in the red shirt's waist is located near what?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000461208.jpg""","""What item is around the woman in the red shirt's waist?""",461208009,"[[{""id"":""g0.5"",""content"":""belt""}],[{""id"":""g1.0"",""content"":""post""}]]","[""What possible item is around the woman in the red shirt's waist?"",""The item around the woman in the red shirt's waist is located near what?""]",true,value,"[""skip"", ""A/M.~"", ""A/L. ~ (ambiguity on \""around\"" as \""near\"") ""]",jgualla1
515953,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24680,129,Fri Jun 24 17:03:33 UTC 2022,Fri Jun 24 17:03:44 UTC 2022,11,"[[{""id"": ""g0.5"", ""content"": ""sky""}], [{""id"": ""g1.0"", ""content"": ""plane""}]]","[""Besides the sun, what possibly is the other light source in this scene?"", ""Besides the sun, what is the other sky light source in this scene?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000238290.jpg""","""Besides the sun, what is the other light source in this scene?""",238290005,"[[{""id"":""g0.5"",""content"":""sky""}],[{""id"":""g1.0"",""content"":""plane""}]]","[""Besides the sun, what possibly is the other light source in this scene?"",""Besides the sun, what is the other sky light source in this scene?""]",true,value,"[""skip"", ""~"", ""~ (disagreement on source of light)""]",jgualla1
515968,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24695,129,Fri Jun 24 18:07:44 UTC 2022,Fri Jun 24 18:07:56 UTC 2022,12,"[[{""id"": ""g0.3"", ""content"": ""senior citizens""}], [{""id"": ""g1.2"", ""content"": ""sixties""}]]","[""What age group are most of these people called?"", ""What specific age group are most of these people in?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000477567.jpg""","""What age group are most of these people in?""",477567013,"[[{""id"":""g0.3"",""content"":""senior citizens""}],[{""id"":""g1.2"",""content"":""sixties""}]]","[""What age group are most of these people called?"",""What specific age group are most of these people in?""]",true,value,"[""skip"", ""~"", ""A/T  ""]",jgualla1
515980,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24707,129,Fri Jun 24 18:10:22 UTC 2022,Fri Jun 24 18:10:45 UTC 2022,23,"[[{""id"": ""g0.5"", ""content"": ""lasagna and salad""}], [{""id"": ""g1.1"", ""content"": ""dinner""}]]","[""What are they eating from the plate?"", ""What meal are they eating?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000277857.jpg""","""What are they eating?""",277857023,"[[{""id"":""g0.5"",""content"":""lasagna and salad""}],[{""id"":""g1.1"",""content"":""dinner""}]]","[""What are they eating from the plate?"",""What meal are they eating?""]",true,value,"[""skip"", ""~"", ""A/K  ~ (alternatives) ""]",jgualla1
515987,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24714,129,Fri Jun 24 18:13:17 UTC 2022,Fri Jun 24 18:13:34 UTC 2022,17,"[[{""id"": ""g0.4"", ""content"": ""30s""}], [{""id"": ""g1.1"", ""content"": ""adult""}], [{""id"": ""g2.0"", ""content"": ""friends""}]]","[""What decade age group are these people in the picture?"", ""What major age group are these people in the picture?"", ""Why are these people in the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000030288.jpg""","""What age group are these people in the picture?""",30288010,"[[{""id"":""g0.4"",""content"":""30s""}],[{""id"":""g1.1"",""content"":""adult""}],[{""id"":""g2.0"",""content"":""friends""}]]","[""What decade age group are these people in the picture?"",""What major age group are these people in the picture?"",""Why are these people in the picture?""]",true,value,"[""skip"", ""~"", ""A/T  ""]",jgualla1
515991,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24718,129,Fri Jun 24 18:14:03 UTC 2022,Fri Jun 24 18:14:22 UTC 2022,19,"[[{""id"": ""g0.4"", ""content"": ""plowed""}], [{""id"": ""g1.0"", ""content"": ""snow plow""}]]","[""How is has the trail been cared for described?"", ""By what has the trail been cared for?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000212840.jpg""","""How is has the trail been cared for?""",212840003,"[[{""id"":""g0.4"",""content"":""plowed""}],[{""id"":""g1.0"",""content"":""snow plow""}]]","[""How is has the trail been cared for described?"",""By what has the trail been cared for?""]",true,value,"[""~! A/Manner"", ""~"", ""~ (reason/cause) ""]",jgualla1
515992,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24719,129,Fri Jun 24 18:14:22 UTC 2022,Fri Jun 24 18:14:34 UTC 2022,12,"[[{""id"": ""g0.4"", ""content"": ""green and blue""}], [{""id"": ""g1.0"", ""content"": ""cloudy""}]]","[""What various color scheme is the photo taken in?"", ""What sky color scheme is the photo taken in?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000132417.jpg""","""What color scheme is the photo taken in?""",132417003,"[[{""id"":""g0.4"",""content"":""green and blue""}],[{""id"":""g1.0"",""content"":""cloudy""}]]","[""What various color scheme is the photo taken in?"",""What sky color scheme is the photo taken in?""]",true,value,"[""skip"", ""~"", ""A/M          ""]",jgualla1
516002,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24729,129,Fri Jun 24 18:16:39 UTC 2022,Fri Jun 24 18:16:46 UTC 2022,7,"[[{""id"": ""g0.5"", ""content"": ""1 scoop""}], [{""id"": ""g1.1"", ""content"": ""serving""}], [{""id"": ""g2.1"", ""content"": ""lots""}]]","[""How much mashed potatoes is on the plate by a measurement?"", ""How much mashed potatoes is placed on the plate ?"", ""How much mashed potatoes is on the plate generally?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000403644.jpg""","""How much mashed potatoes is on the plate?""",403644000,"[[{""id"":""g0.5"",""content"":""1 scoop""}],[{""id"":""g1.1"",""content"":""serving""}],[{""id"":""g2.1"",""content"":""lots""}]]","[""How much mashed potatoes is on the plate by a measurement?"",""How much mashed potatoes is placed on the plate ?"",""How much mashed potatoes is on the plate generally?""]",true,value,"[""skip"", ""~"", ""~ (quantity) ""]",jgualla1
516010,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24737,129,Fri Jun 24 18:18:22 UTC 2022,Fri Jun 24 18:18:31 UTC 2022,9,"[[{""id"": ""g0.7"", ""content"": ""pears""}], [{""id"": ""g1.0"", ""content"": ""green""}]]","[""What fruit is closest to the camera possibly?"", ""What fruit color is closest to the camera?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000399147.jpg""","""What fruit is closest to the camera?""",399147005,"[[{""id"":""g0.7"",""content"":""pears""}],[{""id"":""g1.0"",""content"":""green""}]]","[""What fruit is closest to the camera possibly?"",""What fruit color is closest to the camera?""]",true,value,"[""skip"", ""~"", ""A/K            ""]",jgualla1
516023,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24750,129,Fri Jun 24 18:21:06 UTC 2022,Fri Jun 24 18:21:43 UTC 2022,37,"[[{""id"": ""g0.0"", ""content"": ""minimalist""}], [{""id"": ""g1.7"", ""content"": ""beige""}]]","[""What color theme is this room' style?"", ""What color theme is this room possibly?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000214848.jpg""","""What color theme is this room?""",214848002,"[[{""id"":""g0.0"",""content"":""minimalist""}],[{""id"":""g1.7"",""content"":""beige""}]]","[""What color theme is this room' style?"",""What color theme is this room possibly?""]",true,value,"[""skip"", ""~"", ""~ (color theme). A/M ""]",jgualla1
516024,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24751,129,Fri Jun 24 18:21:43 UTC 2022,Fri Jun 24 18:21:54 UTC 2022,11,"[[{""id"": ""g0.6"", ""content"": ""peas and cucumbers""}], [{""id"": ""g1.1"", ""content"": ""plate on left""}]]","[""What are these vegetables?"", ""Where is one of these are vegetables?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000289140.jpg""","""Which one of these are vegetables?""",289140004,"[[{""id"":""g0.6"",""content"":""peas and cucumbers""}],[{""id"":""g1.1"",""content"":""plate on left""}]]","[""What are these vegetables?"",""Where is one of these are vegetables?""]",true,value,"[""skip"", ""~"", ""A/L. A/M ""]",jgualla1
516029,727,jimena_test_for_annotator_uncertainty,Thu Jun 23 18:57:09 UTC 2022,1,86400,24756,129,Fri Jun 24 18:23:17 UTC 2022,Fri Jun 24 18:23:26 UTC 2022,9,"[[{""id"": ""g0.5"", ""content"": ""octagon""}], [{""id"": ""g1.0"", ""content"": ""tiles""}]]","[""What design shape is on the floor?"", ""What design material is on the floor?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000366001.jpg""","""What design is on the floor?""",366001010,"[[{""id"":""g0.5"",""content"":""octagon""}],[{""id"":""g1.0"",""content"":""tiles""}]]","[""What design shape is on the floor?"",""What design material is on the floor?""]",true,value,"[""skip"", ""~"", ""A/M          ""]",jgualla1
