imgUrl,questionStr,answerGroups,answerQuestions,question_id
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000363570.jpg""","""Why is this blue and green?""","[[{""id"": ""g0.0"", ""content"": ""it's vegetable""}], [{""id"": ""g1.0"", ""content"": ""garden""}], [{""id"": ""g2.0"", ""content"": ""plants""}], [{""id"": ""g3.0"", ""content"": ""leaf""}], [{""id"": ""g4.0"", ""content"": ""plant life""}], [{""id"": ""g5.0"", ""content"": ""cold""}], [{""id"": ""g6.0"", ""content"": ""photosynthesis""}], [{""id"": ""g7.0"", ""content"": ""chlorophyll""}], [{""id"": ""g8.0"", ""content"": ""cauliflower""}]]","[""Why is this blue and green?"", ""Why is this blue and green?"", ""Why is this blue and green?"", ""Why is this blue and green?"", ""Why is this blue and green?"", ""Why is this blue and green?"", ""Why is this blue and green?"", ""Why is this blue and green?"", ""Why is this blue and green?""]",363570002
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000429319.jpg""","""What kind of plane is it?""","[[{""id"": ""g0.0"", ""content"": ""decoration""}], [{""id"": ""g1.0"", ""content"": ""fighter""}], [{""id"": ""g2.0"", ""content"": ""propeller""}], [{""id"": ""g3.0"", ""content"": ""passenger""}], [{""id"": ""g4.0"", ""content"": ""red propeller plane""}], [{""id"": ""g5.0"", ""content"": ""private plane""}], [{""id"": ""g6.0"", ""content"": ""biplane""}], [{""id"": ""g7.0"", ""content"": ""jet""}]]","[""What kind of plane is it?"", ""What kind of plane is it?"", ""What kind of plane is it?"", ""What kind of plane is it?"", ""What kind of plane is it?"", ""What kind of plane is it?"", ""What kind of plane is it?"", ""What kind of plane is it?""]",429319011
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000032809.jpg""","""Which bus it is?""","[[{""id"": ""g0.0"", ""content"": ""unknown""}], [{""id"": ""g1.0"", ""content"": ""green""}], [{""id"": ""g2.0"", ""content"": ""yellow""}], [{""id"": ""g3.0"", ""content"": ""passenger""}], [{""id"": ""g4.0"", ""content"": ""japanese""}], [{""id"": ""g5.0"", ""content"": ""tourist""}], [{""id"": ""g6.0"", ""content"": ""public""}], [{""id"": ""g7.0"", ""content"": ""tour""}]]","[""Which bus it is?"", ""Which bus it is?"", ""Which bus it is?"", ""Which bus it is?"", ""Which bus it is?"", ""Which bus it is?"", ""Which bus it is?"", ""Which bus it is?""]",32809001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000468826.jpg""","""Why are the people sitting at the table?""","[[{""id"": ""g0.0"", ""content"": ""eating cake""}, {""id"": ""g0.1"", ""content"": ""cake""}], [{""id"": ""g1.0"", ""content"": ""eating""}], [{""id"": ""g2.0"", ""content"": ""party""}], [{""id"": ""g3.0"", ""content"": ""happy""}], [{""id"": ""g4.0"", ""content"": ""birthday""}, {""id"": ""g4.1"", ""content"": ""birthday party""}]]","[""Why are the people sitting at the table?"", ""Why are the people sitting at the table?"", ""Why are the people sitting at the table?"", ""Why are the people sitting at the table?"", ""Why are the people sitting at the table?""]",468826001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000493732.jpg""","""Why do all these cakes look like they belong to children?""","[[{""id"": ""g0.0"", ""content"": ""whimsical designs""}], [{""id"": ""g1.0"", ""content"": ""there for kids""}, {""id"": ""g1.1"", ""content"": ""they are for children""}], [{""id"": ""g2.0"", ""content"": ""party""}], [{""id"": ""g3.0"", ""content"": ""they are children's cakes""}, {""id"": ""g3.1"", ""content"": ""they do""}], [{""id"": ""g4.0"", ""content"": ""juvenile themed""}], [{""id"": ""g5.0"", ""content"": ""competition""}], [{""id"": ""g6.0"", ""content"": ""they're birthday cakes""}], [{""id"": ""g7.0"", ""content"": ""fanciful""}]]","[""Why do all these cakes look like they belong to children?"", ""Why do all these cakes look like they belong to children?"", ""Why do all these cakes look like they belong to children?"", ""Why do all these cakes look like they belong to children?"", ""Why do all these cakes look like they belong to children?"", ""Why do all these cakes look like they belong to children?"", ""Why do all these cakes look like they belong to children?"", ""Why do all these cakes look like they belong to children?""]",493732001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000482505.jpg""","""What is the tail light of the automobile leaving a trail?""","[[{""id"": ""g0.0"", ""content"": ""left""}, {""id"": ""g0.1"", ""content"": ""left neon""}], [{""id"": ""g1.0"", ""content"": ""movement""}], [{""id"": ""g2.0"", ""content"": ""don't know""}], [{""id"": ""g3.0"", ""content"": ""brake light""}, {""id"": ""g3.1"", ""content"": ""motorcycle tail light""}], [{""id"": ""g4.0"", ""content"": ""light""}], [{""id"": ""g5.0"", ""content"": ""car""}], [{""id"": ""g6.0"", ""content"": ""red""}]]","[""What is the tail light of the automobile leaving a trail?"", ""What is the tail light of the automobile leaving a trail?"", ""What is the tail light of the automobile leaving a trail?"", ""What is the tail light of the automobile leaving a trail?"", ""What is the tail light of the automobile leaving a trail?"", ""What is the tail light of the automobile leaving a trail?"", ""What is the tail light of the automobile leaving a trail?""]",482505002
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000010015.jpg""","""Why is the snow red at some parts?""","[[{""id"": ""g0.0"", ""content"": ""paint""}, {""id"": ""g0.1"", ""content"": ""spray paint""}], [{""id"": ""g1.0"", ""content"": ""dirt""}], [{""id"": ""g2.0"", ""content"": ""reflection""}], [{""id"": ""g3.0"", ""content"": ""not sure""}, {""id"": ""g3.1"", ""content"": ""stay on course""}], [{""id"": ""g4.0"", ""content"": ""spilled drinks""}], [{""id"": ""g5.0"", ""content"": ""marker""}], [{""id"": ""g6.0"", ""content"": ""warn for danger""}], [{""id"": ""g7.0"", ""content"": ""paint in snow""}]]","[""Why is the snow red at some parts?"", ""Why is the snow red at some parts?"", ""Why is the snow red at some parts?"", ""Why is the snow red at some parts?"", ""Why is the snow red at some parts?"", ""Why is the snow red at some parts?"", ""Why is the snow red at some parts?"", ""Why is the snow red at some parts?""]",10015002
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000363326.jpg""","""What does the object on the table do?""","[[{""id"": ""g0.0"", ""content"": ""type""}], [{""id"": ""g1.0"", ""content"": ""work""}, {""id"": ""g1.1"", ""content"": ""computer work""}], [{""id"": ""g2.0"", ""content"": ""lights room""}, {""id"": ""g2.1"", ""content"": ""light room""}], [{""id"": ""g3.0"", ""content"": ""internet""}, {""id"": ""g3.1"", ""content"": ""surf internet""}], [{""id"": ""g4.0"", ""content"": ""light up""}, {""id"": ""g4.1"", ""content"": ""provides light""}, {""id"": ""g4.2"", ""content"": ""provide light""}]]","[""What does the object on the table do?"", ""What does the object on the table do?"", ""What does the object on the table do?"", ""What does the object on the table do?"", ""What does the object on the table do?""]",363326001
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000046353.jpg""","""Why is everything double?""","[[{""id"": ""g0.0"", ""content"": ""there is 2""}, {""id"": ""g0.1"", ""content"": ""there is mirror""}], [{""id"": ""g1.0"", ""content"": ""2 of them""}, {""id"": ""g1.1"", ""content"": ""for 2 people""}], [{""id"": ""g2.0"", ""content"": ""toppings""}], [{""id"": ""g3.0"", ""content"": ""mirror""}], [{""id"": ""g4.0"", ""content"": ""yes""}], [{""id"": ""g5.0"", ""content"": ""pizza""}], [{""id"": ""g6.0"", ""content"": ""no""}]]","[""Why is everything double?"", ""Why is everything double?"", ""Why is everything double?"", ""Why is everything double?"", ""Why is everything double?"", ""Why is everything double?"", ""Why is everything double?""]",46353006
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000031587.jpg""","""What are the pictures for?""","[[{""id"": ""g0.0"", ""content"": ""personal""}], [{""id"": ""g1.0"", ""content"": ""photo album""}], [{""id"": ""g2.0"", ""content"": ""memories""}], [{""id"": ""g3.0"", ""content"": ""to look at""}, {""id"": ""g3.1"", ""content"": ""to hang on walls""}], [{""id"": ""g4.0"", ""content"": ""evidence""}], [{""id"": ""g5.0"", ""content"": ""decoration""}], [{""id"": ""g6.0"", ""content"": ""viewing""}], [{""id"": ""g7.0"", ""content"": ""family""}], [{""id"": ""g8.0"", ""content"": ""not sure""}]]","[""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?"", ""What are the pictures for?""]",31587003
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000310783.jpg""","""Why are they wearing white?""","[[{""id"": ""g0.0"", ""content"": ""matching""}], [{""id"": ""g1.0"", ""content"": ""they're getting married""}], [{""id"": ""g2.0"", ""content"": ""for work""}, {""id"": ""g2.1"", ""content"": ""for occasion""}], [{""id"": ""g3.0"", ""content"": ""wedding""}], [{""id"": ""g4.0"", ""content"": ""shirts""}], [{""id"": ""g5.0"", ""content"": ""summertime""}], [{""id"": ""g6.0"", ""content"": ""work shirt""}, {""id"": ""g6.1"", ""content"": ""work dress code""}], [{""id"": ""g7.0"", ""content"": ""vineyard""}]]","[""Why are they wearing white?"", ""Why are they wearing white?"", ""Why are they wearing white?"", ""Why are they wearing white?"", ""Why are they wearing white?"", ""Why are they wearing white?"", ""Why are they wearing white?"", ""Why are they wearing white?""]",310783009
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000329501.jpg""","""What are these men waiting on?""","[[{""id"": ""g0.0"", ""content"": ""service""}], [{""id"": ""g1.0"", ""content"": ""clerk""}], [{""id"": ""g2.0"", ""content"": ""window""}, {""id"": ""g2.1"", ""content"": ""somebody in window""}], [{""id"": ""g3.0"", ""content"": ""bus ticket""}, {""id"": ""g3.1"", ""content"": ""bus""}], [{""id"": ""g4.0"", ""content"": ""platform""}], [{""id"": ""g5.0"", ""content"": ""coffee""}], [{""id"": ""g6.0"", ""content"": ""information""}], [{""id"": ""g7.0"", ""content"": ""person""}]]","[""What are these men waiting on?"", ""What are these men waiting on?"", ""What are these men waiting on?"", ""What are these men waiting on?"", ""What are these men waiting on?"", ""What are these men waiting on?"", ""What are these men waiting on?"", ""What are these men waiting on?""]",329501002
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000347177.jpg""","""Why does this sign say stop?""","[[{""id"": ""g0.0"", ""content"": ""stop""}, {""id"": ""g0.1"", ""content"": ""stop sign""}, {""id"": ""g0.2"", ""content"": ""cars must stop""}], [{""id"": ""g1.0"", ""content"": ""to keep traffic under control""}, {""id"": ""g1.1"", ""content"": ""for traffic""}], [{""id"": ""g2.0"", ""content"": ""it is intersection""}, {""id"": ""g2.1"", ""content"": ""there's intersection""}, {""id"": ""g2.2"", ""content"": ""it's at intersection""}]]","[""Why does this sign say stop?"", ""Why does this sign say stop?"", ""Why does this sign say stop?""]",347177004
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000473372.jpg""","""Why are there brown spots on the bananas?""","[[{""id"": ""g0.0"", ""content"": ""bruises""}], [{""id"": ""g1.0"", ""content"": ""no""}], [{""id"": ""g2.0"", ""content"": ""stem""}], [{""id"": ""g3.0"", ""content"": ""nature""}], [{""id"": ""g4.0"", ""content"": ""ripe""}], [{""id"": ""g5.0"", ""content"": ""bruised""}], [{""id"": ""g6.0"", ""content"": ""there aren't""}]]","[""Why are there brown spots on the bananas?"", ""Why are there brown spots on the bananas?"", ""Why are there brown spots on the bananas?"", ""Why are there brown spots on the bananas?"", ""Why are there brown spots on the bananas?"", ""Why are there brown spots on the bananas?"", ""Why are there brown spots on the bananas?""]",473372006
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000169763.jpg""","""Why is only part of the motorcycle visible?""","[[{""id"": ""g0.0"", ""content"": ""behind fire hydrant""}, {""id"": ""g0.1"", ""content"": ""other part is behind hydrant""}], [{""id"": ""g1.0"", ""content"": ""engine""}], [{""id"": ""g2.0"", ""content"": ""its sideways""}], [{""id"": ""g3.0"", ""content"": ""all of it""}, {""id"": ""g3.1"", ""content"": ""all parts""}], [{""id"": ""g4.0"", ""content"": ""hydrant""}], [{""id"": ""g5.0"", ""content"": ""don't know""}], [{""id"": ""g6.0"", ""content"": ""big""}], [{""id"": ""g7.0"", ""content"": ""side""}]]","[""Why is only part of the motorcycle visible?"", ""Why is only part of the motorcycle visible?"", ""Why is only part of the motorcycle visible?"", ""Why is only part of the motorcycle visible?"", ""Why is only part of the motorcycle visible?"", ""Why is only part of the motorcycle visible?"", ""Why is only part of the motorcycle visible?"", ""Why is only part of the motorcycle visible?""]",169763007
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000181009.jpg""","""Why is there a silver bar?""","[[{""id"": ""g0.0"", ""content"": ""bus""}], [{""id"": ""g1.0"", ""content"": ""to hold on to""}, {""id"": ""g1.1"", ""content"": ""for someone to hold onto for support""}], [{""id"": ""g2.0"", ""content"": ""railing""}], [{""id"": ""g3.0"", ""content"": ""bicycle""}], [{""id"": ""g4.0"", ""content"": ""for safety""}], [{""id"": ""g5.0"", ""content"": ""protection""}], [{""id"": ""g6.0"", ""content"": ""handheld""}], [{""id"": ""g7.0"", ""content"": ""handlebar""}]]","[""Why is there a silver bar?"", ""Why is there a silver bar?"", ""Why is there a silver bar?"", ""Why is there a silver bar?"", ""Why is there a silver bar?"", ""Why is there a silver bar?"", ""Why is there a silver bar?"", ""Why is there a silver bar?""]",181009000
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000318365.jpg""","""Why is the bear being put in the toilet?""","[[{""id"": ""g0.0"", ""content"": ""dunked""}], [{""id"": ""g1.0"", ""content"": ""joke""}], [{""id"": ""g2.0"", ""content"": ""child is doing it""}, {""id"": ""g2.1"", ""content"": ""it is bad""}], [{""id"": ""g3.0"", ""content"": ""fun""}], [{""id"": ""g4.0"", ""content"": ""to be flashed""}], [{""id"": ""g5.0"", ""content"": ""naughty kid""}, {""id"": ""g5.1"", ""content"": ""tease child""}], [{""id"": ""g6.0"", ""content"": ""evil child""}], [{""id"": ""g7.0"", ""content"": ""dirty""}]]","[""Why is the bear being put in the toilet?"", ""Why is the bear being put in the toilet?"", ""Why is the bear being put in the toilet?"", ""Why is the bear being put in the toilet?"", ""Why is the bear being put in the toilet?"", ""Why is the bear being put in the toilet?"", ""Why is the bear being put in the toilet?"", ""Why is the bear being put in the toilet?""]",318365001
