"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.answerGroups","Input.answerQuestions","Input.imgUrl","Input.questionStr","Input.question_id","Answer.answer_groups","Answer.answer_questions","Answer.is_skip","Answer.skipCheck","Answer.skip_reason","Turkle.Username"
"562130","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24796","52","Thu Jun 30 20:10:11 UTC 2022","Thu Jun 30 20:10:22 UTC 2022","11","[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""red""}]]","[""What color are the olives on the top of the pizza?"", ""What color is the pepperoni on the top of the pizza?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000214955.jpg""","""What color is the topping on the top of the pizza?""","214955005","[[{""id"":""g0.0"",""content"":""black""}],[{""id"":""g1.0"",""content"":""red""}]]","[""What color are the olives on the top of the pizza?"",""What color is the pepperoni on the top of the pizza?""]","true","value","""A/M""","esteng"
"562131","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24797","52","Thu Jun 30 20:10:22 UTC 2022","Thu Jun 30 20:10:44 UTC 2022","22","[[{""id"": ""g0.7"", ""content"": ""sandwich and soup""}], [{""id"": ""g1.0"", ""content"": ""burger and potatoes""}]]","[""What items are on the front center plate?"", ""What items are on the left most plate?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000190939.jpg""","""What items are on the main plate?""","190939007","[[{""id"":""g0.7"",""content"":""sandwich and soup""}],[{""id"":""g1.0"",""content"":""burger and potatoes""}]]","[""What items are on the front center plate?"",""What items are on the left most plate?""]","true","value","""A/M.     ""","esteng"
"562132","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24798","52","Thu Jun 30 20:10:44 UTC 2022","Thu Jun 30 20:10:58 UTC 2022","14","[[{""id"": ""g0.3"", ""content"": ""jack daniel's""}], [{""id"": ""g1.5"", ""content"": ""cleaners""}]]","[""What kind of bottles are crowding the sink?"", ""What kind of utility bottles are on the counter?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000412190.jpg""","""What kind of bottles are on the counter?""","412190000","[[{""id"":""g0.3"",""content"":""jack daniel's""}],[{""id"":""g1.5"",""content"":""cleaners""}]]","[""What kind of bottles are crowding the sink?"",""What kind of utility bottles are on the counter?""]","true","value","""A/M ""","esteng"
"562133","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24799","52","Thu Jun 30 20:10:58 UTC 2022","Thu Jun 30 20:11:08 UTC 2022","10","[[{""id"": ""g0.4"", ""content"": ""squares""}], [{""id"": ""g1.1"", ""content"": ""solid""}]]","[""What pattern is on the nearest girl's dresses?"", ""What pattern is on the farthest girls' dresses?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000380034.jpg""","""What pattern is on the girls' dresses?""","380034002","[[{""id"":""g0.4"",""content"":""squares""}],[{""id"":""g1.1"",""content"":""solid""}]]","[""What pattern is on the nearest girl's dresses?"",""What pattern is on the farthest girls' dresses?""]","true","value","""A/M ""","esteng"
"562134","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24800","52","Thu Jun 30 20:11:08 UTC 2022","Thu Jun 30 20:11:18 UTC 2022","10","[[{""id"": ""g0.4"", ""content"": ""window""}], [{""id"": ""g1.0"", ""content"": ""flowers""}], [{""id"": ""g2.0"", ""content"": ""light""}]]","[""What is out of focus on the right?"", ""What is out of focus on the table?"", ""What is bright and out of focus here?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000107109.jpg""","""What is out of focused here?""","107109016","[[{""id"":""g0.4"",""content"":""window""}],[{""id"":""g1.0"",""content"":""flowers""}],[{""id"":""g2.0"",""content"":""light""}]]","[""What is out of focus on the right?"",""What is out of focus on the table?"",""What is bright and out of focus here?""]","true","value","""A/M ""","esteng"
"562135","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24801","52","Thu Jun 30 20:11:18 UTC 2022","Thu Jun 30 20:11:35 UTC 2022","17","[[{""id"": ""g0.2"", ""content"": ""matadors""}], [{""id"": ""g1.1"", ""content"": ""yankees""}]]","[""What team is the man on the left holding the bat playing for?"", ""What team is the man on the right holding the bat playing for?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000429116.jpg""","""What team is the man holding the bat playing for?""","429116001","[[{""id"":""g0.2"",""content"":""matadors""}],[{""id"":""g1.1"",""content"":""yankees""}]]","[""What team is the man on the left holding the bat playing for?"",""What team is the man on the right holding the bat playing for?""]","true","value","""A/M ""","esteng"
"562136","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24802","52","Thu Jun 30 20:11:35 UTC 2022","Thu Jun 30 20:11:52 UTC 2022","17","[[{""id"": ""g0.0"", ""content"": ""surfboard""}], [{""id"": ""g1.1"", ""content"": ""driftwood""}], [{""id"": ""g2.2"", ""content"": ""tree trunk""}]]","[""What kind of processed wood can you see?"", ""What kind of dead unprocessed wood can you see?"", ""What kind of living wood can you see?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000179886.jpg""","""What kind of wood can you see?""","179886002","[[{""id"":""g0.0"",""content"":""surfboard""}],[{""id"":""g1.1"",""content"":""driftwood""}],[{""id"":""g2.2"",""content"":""tree trunk""}]]","[""What kind of processed wood can you see?"",""What kind of dead unprocessed wood can you see?"",""What kind of living wood can you see?""]","true","value","""A/K. A/D""","esteng"
"562137","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24803","52","Thu Jun 30 20:11:52 UTC 2022","Thu Jun 30 20:12:18 UTC 2022","26","[[{""id"": ""g0.2"", ""content"": ""go mister""}], [{""id"": ""g1.3"", ""content"": ""korea""}], [{""id"": ""g2.0"", ""content"": ""outside""}]]","[""Which city was the picture taken by?"", ""In what country was the picture taken?"", ""Where in nature was the picture taken?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000238006.jpg""","""Where was the picture taken?""","238006001","[[{""id"":""g0.2"",""content"":""go mister""}],[{""id"":""g1.3"",""content"":""korea""}],[{""id"":""g2.0"",""content"":""outside""}]]","[""Which city was the picture taken by?"",""In what country was the picture taken?"",""Where in nature was the picture taken?""]","true","value","""M/A. U""","esteng"
"562138","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24804","52","Thu Jun 30 20:12:18 UTC 2022","Thu Jun 30 20:12:51 UTC 2022","33","[[{""id"": ""g0.1"", ""content"": ""blue screen""}], [{""id"": ""g1.0"", ""content"": ""games""}], [{""id"": ""g2.1"", ""content"": ""microsoft logo""}], [{""id"": ""g3.3"", ""content"": ""sign in page""}]]","[""What  color is on the laptops display?"", ""What is on the laptops display for?"", ""What is on the laptops displaying?"", ""What is on the laptops display indicating?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000304434.jpg""","""What is on the laptops display?""","304434002","[[{""id"":""g0.1"",""content"":""blue screen""}],[{""id"":""g1.0"",""content"":""games""}],[{""id"":""g2.1"",""content"":""microsoft logo""}],[{""id"":""g3.3"",""content"":""sign in page""}]]","[""What  color is on the laptops display?"",""What is on the laptops display for?"",""What is on the laptops displaying?"",""What is on the laptops display indicating?""]","true","value","""A/D. A/M. ""","esteng"
"562139","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24805","52","Thu Jun 30 20:12:51 UTC 2022","Thu Jun 30 20:13:09 UTC 2022","18","[[{""id"": ""g0.5"", ""content"": ""power for electrical trains""}], [{""id"": ""g1.0"", ""content"": ""trains""}], [{""id"": ""g2.1"", ""content"": ""tower wires""}]]","[""What are the wires overhead used for?"", ""What are the wires overhead for?"", ""What are the wires overhead called?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000434943.jpg""","""What are the wires overhead?""","434943002","[[{""id"":""g0.5"",""content"":""power for electrical trains""}],[{""id"":""g1.0"",""content"":""trains""}],[{""id"":""g2.1"",""content"":""tower wires""}]]","[""What are the wires overhead used for?"",""What are the wires overhead for?"",""What are the wires overhead called?""]","true","value","""A/D. A/K. ""","esteng"
"562140","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24806","52","Thu Jun 30 20:13:09 UTC 2022","Thu Jun 30 20:13:43 UTC 2022","34","[[{""id"": ""g0.1"", ""content"": ""250 lbs""}], [{""id"": ""g1.0"", ""content"": ""8 feet""}], [{""id"": ""g2.3"", ""content"": ""very""}]]","[""How large in weight would this bear be?"", ""How large in feet would this bear be?"", ""How large would this bear be in general?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000420544.jpg""","""How large would this bear be?""","420544001","[[{""id"":""g0.1"",""content"":""250 lbs""}],[{""id"":""g1.0"",""content"":""8 feet""}],[{""id"":""g2.3"",""content"":""very""}]]","[""How large in weight would this bear be?"",""How large in feet would this bear be?"",""How large would this bear be in general?""]","true","value","""A/K. U""","esteng"
"562141","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24807","52","Thu Jun 30 20:13:43 UTC 2022","Thu Jun 30 20:13:50 UTC 2022","7","[[{""id"": ""g0.0"", ""content"": ""kitchen""}], [{""id"": ""g1.8"", ""content"": ""on top of stove""}]]","[""Where in the house are the pizza?"", ""What is the pizza on?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000448944.jpg""","""Where are the pizza?""","448944007","[[{""id"":""g0.0"",""content"":""kitchen""}],[{""id"":""g1.8"",""content"":""on top of stove""}]]","[""Where in the house are the pizza?"",""What is the pizza on?""]","true","value","""A/L ""","esteng"
"562142","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24808","52","Thu Jun 30 20:13:50 UTC 2022","Thu Jun 30 20:14:05 UTC 2022","15","[[{""id"": ""g0.6"", ""content"": ""brooklyn bridge""}], [{""id"": ""g1.0"", ""content"": ""london""}], [{""id"": ""g2.0"", ""content"": ""suspension""}]]","[""What bridge name can be seen in the distance?"", ""What city's bridge can be seen in the distance?"", ""What type of bridge can be seen in the distance?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000426038.jpg""","""What bridge can be seen in the distance?""","426038003","[[{""id"":""g0.6"",""content"":""brooklyn bridge""}],[{""id"":""g1.0"",""content"":""london""}],[{""id"":""g2.0"",""content"":""suspension""}]]","[""What bridge name can be seen in the distance?"",""What city's bridge can be seen in the distance?"",""What type of bridge can be seen in the distance?""]","true","value","""A/K. ""","esteng"
"562143","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24809","52","Thu Jun 30 20:14:05 UTC 2022","Thu Jun 30 20:14:14 UTC 2022","9","[[{""id"": ""g0.3"", ""content"": ""knit""}], [{""id"": ""g1.0"", ""content"": ""woolen""}], [{""id"": ""g2.1"", ""content"": ""hats""}], [{""id"": ""g3.1"", ""content"": ""lace""}]]","[""What kind craft made the clothes the toys are wearing ?"", ""What kind of clothes material are the toys wearing?"", ""What kind of clothes are the toys wearing on their heads?"", ""What kind of clothes are some  the toys wearing called?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000390286.jpg""","""What kind of clothes are the toys wearing?""","390286003","[[{""id"":""g0.3"",""content"":""knit""}],[{""id"":""g1.0"",""content"":""woolen""}],[{""id"":""g2.1"",""content"":""hats""}],[{""id"":""g3.1"",""content"":""lace""}]]","[""What kind craft made the clothes the toys are wearing ?"",""What kind of clothes material are the toys wearing?"",""What kind of clothes are the toys wearing on their heads?"",""What kind of clothes are some  the toys wearing called?""]","true","value","""A/K ""","esteng"
"562144","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24810","52","Thu Jun 30 20:14:14 UTC 2022","Thu Jun 30 20:14:22 UTC 2022","8","[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.2"", ""content"": ""button up top""}], [{""id"": ""g2.2"", ""content"": ""sweater""}], [{""id"": ""g3.0"", ""content"": ""long sleeve""}]]","[""What kind of top is she wearing colored?"", ""What kind of top is she wearing fastened by?"", ""What kind of top is she wearing called?"", ""What kind of  sleeve top is she wearing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000453968.jpg""","""What kind of top is she wearing?""","453968006","[[{""id"":""g0.0"",""content"":""white""}],[{""id"":""g1.2"",""content"":""button up top""}],[{""id"":""g2.2"",""content"":""sweater""}],[{""id"":""g3.0"",""content"":""long sleeve""}]]","[""What kind of top is she wearing colored?"",""What kind of top is she wearing fastened by?"",""What kind of top is she wearing called?"",""What kind of  sleeve top is she wearing?""]","true","value","""All answer the same question""","esteng"
"562145","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24811","52","Thu Jun 30 20:14:22 UTC 2022","Thu Jun 30 20:14:36 UTC 2022","14","[[{""id"": ""g0.1"", ""content"": ""on table""}], [{""id"": ""g1.4"", ""content"": ""eft side of counter in kitchen""}]]","[""What is the fan on?"", ""Where is the fan in photo?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000418141.jpg""","""Where is the fan?""","418141002","[[{""id"":""g0.1"",""content"":""on table""}],[{""id"":""g1.4"",""content"":""eft side of counter in kitchen""}]]","[""What is the fan on?"",""Where is the fan in photo?""]","true","value","""A/L ""","esteng"
"562146","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24812","52","Thu Jun 30 20:14:36 UTC 2022","Thu Jun 30 20:14:48 UTC 2022","12","[[{""id"": ""g0.1"", ""content"": ""right""}], [{""id"": ""g1.2"", ""content"": ""waiting""}], [{""id"": ""g2.1"", ""content"": ""baggage""}], [{""id"": ""g3.0"", ""content"": ""airport""}]]","[""Where are the passengers in the photo?"", ""What are the passengers doing?"", ""What are the passengers waiting for?"", ""Where are the passengers located in city?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000170857.jpg""","""Where are the passengers?""","170857002","[[{""id"":""g0.1"",""content"":""right""}],[{""id"":""g1.2"",""content"":""waiting""}],[{""id"":""g2.1"",""content"":""baggage""}],[{""id"":""g3.0"",""content"":""airport""}]]","[""Where are the passengers in the photo?"",""What are the passengers doing?"",""What are the passengers waiting for?"",""Where are the passengers located in city?""]","true","value","""A/L. A/M""","esteng"
"562147","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24813","52","Thu Jun 30 20:14:48 UTC 2022","Thu Jun 30 20:15:16 UTC 2022","28","[[{""id"": ""g0.3"", ""content"": ""cielle""}], [{""id"": ""g1.2"", ""content"": ""big knife""}]]","[""Who killed the dog cake here?"", ""What killed the dog cake?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000309404.jpg""","""Who killed the dog cake?""","309404023","[[{""id"":""g0.3"",""content"":""cielle""}],[{""id"":""g1.2"",""content"":""big knife""}]]","[""Who killed the dog cake here?"",""What killed the dog cake?""]","true","value","""~ (guessing from partial info)""","esteng"
"562148","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24814","52","Thu Jun 30 20:15:16 UTC 2022","Thu Jun 30 20:16:00 UTC 2022","44","[[{""id"": ""g0.4"", ""content"": ""bowling""}], [{""id"": ""g1.2"", ""content"": ""wii sports""}]]","[""What sport might he be involved in with her?"", ""What system might he be involved in?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000248141.jpg""","""What sport might he be involved in?""","248141002","[[{""id"":""g0.4"",""content"":""bowling""}],[{""id"":""g1.2"",""content"":""wii sports""}]]","[""What sport might he be involved in with her?"",""What system might he be involved in?""]","true","value","""~ (different level of granularity?) ""","esteng"
"562149","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24815","52","Thu Jun 30 20:16:00 UTC 2022","Thu Jun 30 20:16:17 UTC 2022","17","[[{""id"": ""g0.5"", ""content"": ""edna texas""}], [{""id"": ""g1.0"", ""content"": ""farming business""}], [{""id"": ""g2.0"", ""content"": ""downtown""}], [{""id"": ""g3.0"", ""content"": ""apartments""}]]","[""What location is this a photo of?"", ""What business is this a photo of?"", ""Where is this a photo of in the city?"", ""What building is this a photo of?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000256098.jpg""","""What is this a photo of?""","256098001","[[{""id"":""g0.5"",""content"":""edna texas""}],[{""id"":""g1.0"",""content"":""farming business""}],[{""id"":""g2.0"",""content"":""downtown""}],[{""id"":""g3.0"",""content"":""apartments""}]]","[""What location is this a photo of?"",""What business is this a photo of?"",""Where is this a photo of in the city?"",""What building is this a photo of?""]","true","value","""A/K.A/M""","esteng"
"562150","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24816","52","Thu Jun 30 20:16:17 UTC 2022","Thu Jun 30 20:16:26 UTC 2022","9","[[{""id"": ""g0.6"", ""content"": ""not visible""}], [{""id"": ""g1.0"", ""content"": ""empty""}]]","[""Where is the white wine bottle in photo?"", ""Where is the white wine bottle fill line?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000472432.jpg""","""Where is the white wine bottle?""","472432002","[[{""id"":""g0.6"",""content"":""not visible""}],[{""id"":""g1.0"",""content"":""empty""}]]","[""Where is the white wine bottle in photo?"",""Where is the white wine bottle fill line?""]","true","value","""M/B""","esteng"
"562151","727","jimena_test_for_annotator_uncertainty","Tue Jun 28 14:24:37 UTC 2022","1","86400","24817","52","Thu Jun 30 20:16:26 UTC 2022","Thu Jun 30 20:16:30 UTC 2022","4","[[{""id"": ""g0.7"", ""content"": ""note""}], [{""id"": ""g1.0"", ""content"": ""phone""}]]","[""What is the writing possibly?"", ""What is using for the writing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000035884.jpg""","""What is the writing?""","35884005","[[{""id"":""g0.7"",""content"":""note""}],[{""id"":""g1.0"",""content"":""phone""}]]","[""What is the writing possibly?"",""What is using for the writing?""]","true","value","""M/B""","esteng"
