imgUrl,questionStr,answerGroups,answerQuestions
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441045.jpg""","""Which vehicle is in motion for certain?""","[[{""id"": ""g0.0"", ""content"": ""red sports car""}, {""id"": ""g0.1"", ""content"": ""black car""}, {""id"": ""g0.2"", ""content"": ""white truck""}], [{""id"": ""g1.0"", ""content"": ""truck""}], [{""id"": ""g2.0"", ""content"": ""2-seater""}], [{""id"": ""g3.0"", ""content"": ""middle 1""}], [{""id"": ""g4.0"", ""content"": ""no""}], [{""id"": ""g5.0"", ""content"": ""car""}]]","[""Which vehicle is in motion for certain?"", ""Which vehicle is in motion for certain?"", ""Which vehicle is in motion for certain?"", ""Which vehicle is in motion for certain?"", ""Which vehicle is in motion for certain?"", ""Which vehicle is in motion for certain?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441058.jpg""","""Why is the television off?""","[[{""id"": ""g0.0"", ""content"": ""no one is there""}, {""id"": ""g0.1"", ""content"": ""no one is watching it""}, {""id"": ""g0.2"", ""content"": ""no people""}, {""id"": ""g0.3"", ""content"": ""no one watching""}], [{""id"": ""g1.0"", ""content"": ""don't know""}], [{""id"": ""g2.0"", ""content"": ""nobody watching""}], [{""id"": ""g3.0"", ""content"": ""no one's home""}, {""id"": ""g3.1"", ""content"": ""nobody is home""}], [{""id"": ""g4.0"", ""content"": ""yes""}]]","[""Why is the television off?"", ""Why is the television off?"", ""Why is the television off?"", ""Why is the television off?"", ""Why is the television off?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441095.jpg""","""What is covering the window on the left?""","[[{""id"": ""g0.0"", ""content"": ""great""}], [{""id"": ""g1.0"", ""content"": ""cage""}], [{""id"": ""g2.0"", ""content"": ""screen""}, {""id"": ""g2.1"", ""content"": ""wire screen""}], [{""id"": ""g3.0"", ""content"": ""fence""}], [{""id"": ""g4.0"", ""content"": ""net""}], [{""id"": ""g5.0"", ""content"": ""wire""}], [{""id"": ""g6.0"", ""content"": ""board""}]]","[""What is covering the window on the left?"", ""What is covering the window on the left?"", ""What is covering the window on the left?"", ""What is covering the window on the left?"", ""What is covering the window on the left?"", ""What is covering the window on the left?"", ""What is covering the window on the left?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441213.jpg""","""How can we tell it's cool outside in the photo?""","[[{""id"": ""g0.0"", ""content"": ""sweatshirts worn""}, {""id"": ""g0.1"", ""content"": ""kids are wearing sweatshirts""}, {""id"": ""g0.2"", ""content"": ""jackets and sweatshirt""}], [{""id"": ""g1.0"", ""content"": ""clothing""}], [{""id"": ""g2.0"", ""content"": ""she has jumper""}, {""id"": ""g2.1"", ""content"": ""they have jackets on""}], [{""id"": ""g3.0"", ""content"": ""jackets""}], [{""id"": ""g4.0"", ""content"": ""wearing coats""}]]","[""How can we tell it's cool outside in the photo?"", ""How can we tell it's cool outside in the photo?"", ""How can we tell it's cool outside in the photo?"", ""How can we tell it's cool outside in the photo?"", ""How can we tell it's cool outside in the photo?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441296.jpg""","""What is a clue that this is the desk of a student?""","[[{""id"": ""g0.0"", ""content"": ""coffee""}], [{""id"": ""g1.0"", ""content"": ""homework""}], [{""id"": ""g2.0"", ""content"": ""papers""}, {""id"": ""g2.1"", ""content"": ""lots of papers""}], [{""id"": ""g3.0"", ""content"": ""disorganization""}], [{""id"": ""g4.0"", ""content"": ""electronic gadgets""}], [{""id"": ""g5.0"", ""content"": ""tidy""}], [{""id"": ""g6.0"", ""content"": ""computer""}], [{""id"": ""g7.0"", ""content"": ""0""}], [{""id"": ""g8.0"", ""content"": ""2 monitors""}]]","[""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?"", ""What is a clue that this is the desk of a student?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441379.jpg""","""What do these animals have strapped to their backs?""","[[{""id"": ""g0.0"", ""content"": ""coats""}], [{""id"": ""g1.0"", ""content"": ""jackets""}, {""id"": ""g1.1"", ""content"": ""shirts""}], [{""id"": ""g2.0"", ""content"": ""toys""}], [{""id"": ""g3.0"", ""content"": ""tiny horses""}, {""id"": ""g3.1"", ""content"": ""stuffed animals""}], [{""id"": ""g4.0"", ""content"": ""teddy bears""}]]","[""What do these animals have strapped to their backs?"", ""What do these animals have strapped to their backs?"", ""What do these animals have strapped to their backs?"", ""What do these animals have strapped to their backs?"", ""What do these animals have strapped to their backs?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441459.jpg""","""What is the woman looking at?""","[[{""id"": ""g0.0"", ""content"": ""sidewalk""}], [{""id"": ""g1.0"", ""content"": ""camera""}], [{""id"": ""g2.0"", ""content"": ""sky""}], [{""id"": ""g3.0"", ""content"": ""street""}], [{""id"": ""g4.0"", ""content"": ""wall""}], [{""id"": ""g5.0"", ""content"": ""unknown""}], [{""id"": ""g6.0"", ""content"": ""photographer""}]]","[""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441633.jpg""","""What type of hat is this man wearing?""","[[{""id"": ""g0.0"", ""content"": ""hat with hole""}, {""id"": ""g0.1"", ""content"": ""bucket hat""}], [{""id"": ""g1.0"", ""content"": ""fedora""}], [{""id"": ""g2.0"", ""content"": ""rasta hat""}], [{""id"": ""g3.0"", ""content"": ""ponytail""}], [{""id"": ""g4.0"", ""content"": ""fedora with dreads""}], [{""id"": ""g5.0"", ""content"": ""visor""}], [{""id"": ""g6.0"", ""content"": ""top""}]]","[""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441678.jpg""","""Where is the silverware?""","[[{""id"": ""g0.0"", ""content"": ""not on table""}, {""id"": ""g0.1"", ""content"": ""no""}, {""id"": ""g0.2"", ""content"": ""there is none shown""}, {""id"": ""g0.3"", ""content"": ""there isn't any""}], [{""id"": ""g1.0"", ""content"": ""don't know!""}], [{""id"": ""g2.0"", ""content"": ""in drawer""}, {""id"": ""g2.1"", ""content"": ""in someone's hand""}], [{""id"": ""g3.0"", ""content"": ""gone""}], [{""id"": ""g4.0"", ""content"": ""absent""}]]","[""Where is the silverware?"", ""Where is the silverware?"", ""Where is the silverware?"", ""Where is the silverware?"", ""Where is the silverware?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000442099.jpg""","""What is the wall in the background made of?""","[[{""id"": ""g0.0"", ""content"": ""drywall""}], [{""id"": ""g1.0"", ""content"": ""sheetrock""}], [{""id"": ""g2.0"", ""content"": ""wood""}], [{""id"": ""g3.0"", ""content"": ""plaster""}], [{""id"": ""g4.0"", ""content"": ""white""}], [{""id"": ""g5.0"", ""content"": ""concrete""}], [{""id"": ""g6.0"", ""content"": ""cardboard""}]]","[""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000442132.jpg""","""What number is on the front of the train?""","[[{""id"": ""g0.0"", ""content"": ""89339""}], [{""id"": ""g1.0"", ""content"": ""89339""}, {""id"": ""g1.1"", ""content"": ""339""}, {""id"": ""g1.2"", ""content"": ""89 339""}]]","[""What number is on the front of the train?"", ""What number is on the front of the train?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000442150.jpg""","""Where are the flowers?""","[[{""id"": ""g0.0"", ""content"": ""behind person""}, {""id"": ""g0.1"", ""content"": ""behind girl""}, {""id"": ""g0.2"", ""content"": ""behind her""}], [{""id"": ""g1.0"", ""content"": ""on counter""}, {""id"": ""g1.1"", ""content"": ""on edge of counter""}], [{""id"": ""g2.0"", ""content"": ""left""}], [{""id"": ""g3.0"", ""content"": ""in vase""}, {""id"": ""g3.1"", ""content"": ""vase""}], [{""id"": ""g4.0"", ""content"": ""floor""}]]","[""Where are the flowers?"", ""Where are the flowers?"", ""Where are the flowers?"", ""Where are the flowers?"", ""Where are the flowers?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000442556.jpg""","""What type of trees is growing from the ground?""","[[{""id"": ""g0.0"", ""content"": ""redwoods""}], [{""id"": ""g1.0"", ""content"": ""pine""}], [{""id"": ""g2.0"", ""content"": ""deciduous""}], [{""id"": ""g3.0"", ""content"": ""redwood""}], [{""id"": ""g4.0"", ""content"": ""maple""}], [{""id"": ""g5.0"", ""content"": ""dogwood""}], [{""id"": ""g6.0"", ""content"": ""cypress""}]]","[""What type of trees is growing from the ground?"", ""What type of trees is growing from the ground?"", ""What type of trees is growing from the ground?"", ""What type of trees is growing from the ground?"", ""What type of trees is growing from the ground?"", ""What type of trees is growing from the ground?"", ""What type of trees is growing from the ground?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000442612.jpg""","""Besides books, what other reading material is in this establishment?""","[[{""id"": ""g0.0"", ""content"": ""books only""}], [{""id"": ""g1.0"", ""content"": ""nothing else""}, {""id"": ""g1.1"", ""content"": ""no idea""}, {""id"": ""g1.2"", ""content"": ""nothing""}, {""id"": ""g1.3"", ""content"": ""not possible""}], [{""id"": ""g2.0"", ""content"": ""magazines""}], [{""id"": ""g3.0"", ""content"": ""magazine""}], [{""id"": ""g4.0"", ""content"": ""paper sign""}]]","[""Besides books, what other reading material is in this establishment?"", ""Besides books, what other reading material is in this establishment?"", ""Besides books, what other reading material is in this establishment?"", ""Besides books, what other reading material is in this establishment?"", ""Besides books, what other reading material is in this establishment?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000442685.jpg""","""Which American politician does the man inexplicably resemble?""","[[{""id"": ""g0.0"", ""content"": ""obama""}, {""id"": ""g0.1"", ""content"": ""barack obama""}], [{""id"": ""g1.0"", ""content"": ""lincoln""}, {""id"": ""g1.1"", ""content"": ""abe lincoln""}], [{""id"": ""g2.0"", ""content"": ""no one""}], [{""id"": ""g3.0"", ""content"": ""vampire""}], [{""id"": ""g4.0"", ""content"": ""president""}]]","[""Which American politician does the man inexplicably resemble?"", ""Which American politician does the man inexplicably resemble?"", ""Which American politician does the man inexplicably resemble?"", ""Which American politician does the man inexplicably resemble?"", ""Which American politician does the man inexplicably resemble?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000442785.jpg""","""What time is shown on the TV?""","[[{""id"": ""g0.0"", ""content"": ""1:00 pm""}, {""id"": ""g0.1"", ""content"": ""1:00""}], [{""id"": ""g1.0"", ""content"": ""5:00""}], [{""id"": ""g2.0"", ""content"": ""cannot read""}], [{""id"": ""g3.0"", ""content"": ""2:15""}], [{""id"": ""g4.0"", ""content"": ""unknown""}], [{""id"": ""g5.0"", ""content"": ""0""}], [{""id"": ""g6.0"", ""content"": ""20:12""}], [{""id"": ""g7.0"", ""content"": ""noon""}]]","[""What time is shown on the TV?"", ""What time is shown on the TV?"", ""What time is shown on the TV?"", ""What time is shown on the TV?"", ""What time is shown on the TV?"", ""What time is shown on the TV?"", ""What time is shown on the TV?"", ""What time is shown on the TV?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000442911.jpg""","""What time does it say on the clock?""","[[{""id"": ""g0.0"", ""content"": ""240""}], [{""id"": ""g1.0"", ""content"": ""2:40""}], [{""id"": ""g2.0"", ""content"": ""2:42""}, {""id"": ""g2.1"", ""content"": ""2:43""}, {""id"": ""g2.2"", ""content"": ""8:13""}]]","[""What time does it say on the clock?"", ""What time does it say on the clock?"", ""What time does it say on the clock?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000443082.jpg""","""What does the man's shirt say?""","[[{""id"": ""g0.0"", ""content"": ""eagles""}], [{""id"": ""g1.0"", ""content"": ""michigan""}], [{""id"": ""g2.0"", ""content"": ""miami eagles legends, all state champions usa""}], [{""id"": ""g3.0"", ""content"": ""america beautiful""}], [{""id"": ""g4.0"", ""content"": ""miami eagles usa""}, {""id"": ""g4.1"", ""content"": ""miami eagles""}], [{""id"": ""g5.0"", ""content"": ""m""}], [{""id"": ""g6.0"", ""content"": ""can't read it""}], [{""id"": ""g7.0"", ""content"": ""united""}]]","[""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000044332.jpg""","""How long will these flowers live?""","[[{""id"": ""g0.0"", ""content"": ""week""}], [{""id"": ""g1.0"", ""content"": ""forever""}], [{""id"": ""g2.0"", ""content"": ""5 years""}, {""id"": ""g2.1"", ""content"": ""3 days""}, {""id"": ""g2.2"", ""content"": ""5 days""}], [{""id"": ""g3.0"", ""content"": ""10 inches""}], [{""id"": ""g4.0"", ""content"": ""not long""}]]","[""How long will these flowers live?"", ""How long will these flowers live?"", ""How long will these flowers live?"", ""How long will these flowers live?"", ""How long will these flowers live?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000044332.jpg""","""What is kept near to the pot?""","[[{""id"": ""g0.0"", ""content"": ""figurines""}], [{""id"": ""g1.0"", ""content"": ""figurine""}], [{""id"": ""g2.0"", ""content"": ""doll""}], [{""id"": ""g3.0"", ""content"": ""statues""}], [{""id"": ""g4.0"", ""content"": ""statue""}], [{""id"": ""g5.0"", ""content"": ""wooden figurines""}], [{""id"": ""g6.0"", ""content"": ""decorations""}]]","[""What is kept near to the pot?"", ""What is kept near to the pot?"", ""What is kept near to the pot?"", ""What is kept near to the pot?"", ""What is kept near to the pot?"", ""What is kept near to the pot?"", ""What is kept near to the pot?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000044332.jpg""","""What kind of flower is this?""","[[{""id"": ""g0.0"", ""content"": ""fern""}], [{""id"": ""g1.0"", ""content"": ""lily""}], [{""id"": ""g2.0"", ""content"": ""pink""}], [{""id"": ""g3.0"", ""content"": ""pansies""}, {""id"": ""g3.1"", ""content"": ""pansy""}], [{""id"": ""g4.0"", ""content"": ""lilly""}], [{""id"": ""g5.0"", ""content"": ""various""}], [{""id"": ""g6.0"", ""content"": ""rose""}], [{""id"": ""g7.0"", ""content"": ""varied""}], [{""id"": ""g8.0"", ""content"": ""lilac""}]]","[""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?"", ""What kind of flower is this?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000443443.jpg""","""What sort of photography was used to capture the blurred red line?""","[[{""id"": ""g0.0"", ""content"": ""stop motion""}, {""id"": ""g0.1"", ""content"": ""slow motion""}], [{""id"": ""g1.0"", ""content"": ""time lapse""}, {""id"": ""g1.1"", ""content"": ""time elapse""}], [{""id"": ""g2.0"", ""content"": ""fast forward""}], [{""id"": ""g3.0"", ""content"": ""timed""}], [{""id"": ""g4.0"", ""content"": ""i don't know""}], [{""id"": ""g5.0"", ""content"": ""quicktime""}], [{""id"": ""g6.0"", ""content"": ""speed""}]]","[""What sort of photography was used to capture the blurred red line?"", ""What sort of photography was used to capture the blurred red line?"", ""What sort of photography was used to capture the blurred red line?"", ""What sort of photography was used to capture the blurred red line?"", ""What sort of photography was used to capture the blurred red line?"", ""What sort of photography was used to capture the blurred red line?"", ""What sort of photography was used to capture the blurred red line?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000443496.jpg""","""Why is there different container?""","[[{""id"": ""g0.0"", ""content"": ""different food""}, {""id"": ""g0.1"", ""content"": ""for different food""}, {""id"": ""g0.2"", ""content"": ""for different dishes""}], [{""id"": ""g1.0"", ""content"": ""different foods""}, {""id"": ""g1.1"", ""content"": ""separate foods""}], [{""id"": ""g2.0"", ""content"": ""no container""}], [{""id"": ""g3.0"", ""content"": ""prevent mess""}], [{""id"": ""g4.0"", ""content"": ""soup""}], [{""id"": ""g5.0"", ""content"": ""sauce""}]]","[""Why is there different container?"", ""Why is there different container?"", ""Why is there different container?"", ""Why is there different container?"", ""Why is there different container?"", ""Why is there different container?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000443497.jpg""","""Why might this skier be involved in some kind of competition?""","[[{""id"": ""g0.0"", ""content"": ""he isn't""}], [{""id"": ""g1.0"", ""content"": ""he's wearing tag""}, {""id"": ""g1.1"", ""content"": ""tag on jacket""}], [{""id"": ""g2.0"", ""content"": ""don't think he is""}, {""id"": ""g2.1"", ""content"": ""to try to win""}, {""id"": ""g2.2"", ""content"": ""because of white pass on his jacket""}], [{""id"": ""g3.0"", ""content"": ""unsure""}], [{""id"": ""g4.0"", ""content"": ""has number""}], [{""id"": ""g5.0"", ""content"": ""tag""}]]","[""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000044358.jpg""","""What is the man doing?""","[[{""id"": ""g0.0"", ""content"": ""filling glass""}, {""id"": ""g0.1"", ""content"": ""filling glass with wine""}, {""id"": ""g0.2"", ""content"": ""filling wine glass""}], [{""id"": ""g1.0"", ""content"": ""pouring wine""}], [{""id"": ""g2.0"", ""content"": ""repairing""}], [{""id"": ""g3.0"", ""content"": ""getting drink""}], [{""id"": ""g4.0"", ""content"": ""looking""}]]","[""What is the man doing?"", ""What is the man doing?"", ""What is the man doing?"", ""What is the man doing?"", ""What is the man doing?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000443607.jpg""","""What is the man looking out of?""","[[{""id"": ""g0.0"", ""content"": ""carriage""}, {""id"": ""g0.1"", ""content"": ""horse carriage""}], [{""id"": ""g1.0"", ""content"": ""wagon""}], [{""id"": ""g2.0"", ""content"": ""buggy""}], [{""id"": ""g3.0"", ""content"": ""glasses""}], [{""id"": ""g4.0"", ""content"": ""eyes""}, {""id"": ""g4.1"", ""content"": ""he's looking out his eyes""}], [{""id"": ""g5.0"", ""content"": ""tree""}]]","[""What is the man looking out of?"", ""What is the man looking out of?"", ""What is the man looking out of?"", ""What is the man looking out of?"", ""What is the man looking out of?"", ""What is the man looking out of?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000443607.jpg""","""What is the man sitting on?""","[[{""id"": ""g0.0"", ""content"": ""carriage""}], [{""id"": ""g1.0"", ""content"": ""cart""}], [{""id"": ""g2.0"", ""content"": ""wagon""}], [{""id"": ""g3.0"", ""content"": ""bench""}]]","[""What is the man sitting on?"", ""What is the man sitting on?"", ""What is the man sitting on?"", ""What is the man sitting on?""]"
