imgUrl,questionStr,answerGroups,answerQuestions
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000043774.jpg""","""What is written on the plate?""","[[{""id"": ""g0.0"", ""content"": ""protecting village happy 50th birthday""}, {""id"": ""g0.1"", ""content"": ""newt protecting village happy 50th birthday""}, {""id"": ""g0.2"", ""content"": ""heat protecting village happy 50th birthday""}], [{""id"": ""g1.0"", ""content"": ""newt, protecting village, happy 50th birthday""}, {""id"": ""g1.1"", ""content"": ""happy 50th birthday""}], [{""id"": ""g2.0"", ""content"": ""nothing""}]]","[""What is written on the plate?"", ""What is written on the plate?"", ""What is written on the plate?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000437900.jpg""","""How many sheep are there?""","[[{""id"": ""g0.0"", ""content"": ""9""}, {""id"": ""g0.1"", ""content"": ""10""}, {""id"": ""g0.2"", ""content"": ""7""}, {""id"": ""g0.3"", ""content"": ""6""}, {""id"": ""g0.4"", ""content"": ""8""}]]","[""How many sheep are there?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000437949.jpg""","""How many motorcycle do you see?""","[[{""id"": ""g0.0"", ""content"": ""3""}, {""id"": ""g0.1"", ""content"": ""4""}, {""id"": ""g0.2"", ""content"": ""2""}]]","[""How many motorcycle do you see?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000438053.jpg""","""What kind of board is the man riding?""","[[{""id"": ""g0.0"", ""content"": ""skateboard""}], [{""id"": ""g1.0"", ""content"": ""skate""}]]","[""What kind of board is the man riding?"", ""What kind of board is the man riding?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000438053.jpg""","""Was this picture taken recently?""","[[{""id"": ""g0.0"", ""content"": ""unknown""}], [{""id"": ""g1.0"", ""content"": ""maybe""}, {""id"": ""g1.1"", ""content"": ""yes""}], [{""id"": ""g2.0"", ""content"": ""no""}]]","[""Was this picture taken recently?"", ""Was this picture taken recently?"", ""Was this picture taken recently?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000438479.jpg""","""How many giraffes are in the picture?""","[[{""id"": ""g0.0"", ""content"": ""7""}, {""id"": ""g0.1"", ""content"": ""8""}]]","[""How many giraffes are in the picture?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000438594.jpg""","""Are all the vegetables green?""","[[{""id"": ""g0.0"", ""content"": ""yes""}], [{""id"": ""g1.0"", ""content"": ""no""}]]","[""Are all the vegetables green?"", ""Are all the vegetables green?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000438671.jpg""","""What sits on the left hand side of the bowl?""","[[{""id"": ""g0.0"", ""content"": ""jug""}], [{""id"": ""g1.0"", ""content"": ""milk""}], [{""id"": ""g2.0"", ""content"": ""cup""}], [{""id"": ""g3.0"", ""content"": ""container""}], [{""id"": ""g4.0"", ""content"": ""eggs""}], [{""id"": ""g5.0"", ""content"": ""spoon""}], [{""id"": ""g6.0"", ""content"": ""bottle""}], [{""id"": ""g7.0"", ""content"": ""broccoli""}], [{""id"": ""g8.0"", ""content"": ""grapes""}]]","[""What sits on the left hand side of the bowl?"", ""What sits on the left hand side of the bowl?"", ""What sits on the left hand side of the bowl?"", ""What sits on the left hand side of the bowl?"", ""What sits on the left hand side of the bowl?"", ""What sits on the left hand side of the bowl?"", ""What sits on the left hand side of the bowl?"", ""What sits on the left hand side of the bowl?"", ""What sits on the left hand side of the bowl?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000438701.jpg""","""Who will finish eating first?""","[[{""id"": ""g0.0"", ""content"": ""boy""}], [{""id"": ""g1.0"", ""content"": ""child""}, {""id"": ""g1.1"", ""content"": ""kid""}]]","[""Who will finish eating first?"", ""Who will finish eating first?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000043876.jpg""","""What animal is hanging from the keychain?""","[[{""id"": ""g0.0"", ""content"": ""dog""}], [{""id"": ""g1.0"", ""content"": ""clips""}], [{""id"": ""g2.0"", ""content"": ""rabbit""}], [{""id"": ""g3.0"", ""content"": ""none""}], [{""id"": ""g4.0"", ""content"": ""monkey""}], [{""id"": ""g5.0"", ""content"": ""no keychain""}, {""id"": ""g5.1"", ""content"": ""no animal no keychain""}], [{""id"": ""g6.0"", ""content"": ""spider""}]]","[""What animal is hanging from the keychain?"", ""What animal is hanging from the keychain?"", ""What animal is hanging from the keychain?"", ""What animal is hanging from the keychain?"", ""What animal is hanging from the keychain?"", ""What animal is hanging from the keychain?"", ""What animal is hanging from the keychain?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000438932.jpg""","""Where is the plant?""","[[{""id"": ""g0.0"", ""content"": ""table""}], [{""id"": ""g1.0"", ""content"": ""stand""}, {""id"": ""g1.1"", ""content"": ""yes""}, {""id"": ""g1.2"", ""content"": ""on stand""}], [{""id"": ""g2.0"", ""content"": ""on table""}]]","[""Where is the plant?"", ""Where is the plant?"", ""Where is the plant?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439003.jpg""","""What color is the pan?""","[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""copper""}], [{""id"": ""g2.0"", ""content"": ""brown""}], [{""id"": ""g3.0"", ""content"": ""metal""}], [{""id"": ""g4.0"", ""content"": ""bronze""}]]","[""What color is the pan?"", ""What color is the pan?"", ""What color is the pan?"", ""What color is the pan?"", ""What color is the pan?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439107.jpg""","""What is the sky?""","[[{""id"": ""g0.0"", ""content"": ""kite""}], [{""id"": ""g1.0"", ""content"": ""blue""}], [{""id"": ""g2.0"", ""content"": ""yes""}], [{""id"": ""g3.0"", ""content"": ""cloudy""}], [{""id"": ""g4.0"", ""content"": ""sailboat kite""}], [{""id"": ""g5.0"", ""content"": ""ship""}]]","[""What is the sky?"", ""What is the sky?"", ""What is the sky?"", ""What is the sky?"", ""What is the sky?"", ""What is the sky?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439251.jpg""","""What is the animal wearing on its head?""","[[{""id"": ""g0.0"", ""content"": ""horns""}], [{""id"": ""g1.0"", ""content"": ""antlers""}], [{""id"": ""g2.0"", ""content"": ""cow""}], [{""id"": ""g3.0"", ""content"": ""nothing""}]]","[""What is the animal wearing on its head?"", ""What is the animal wearing on its head?"", ""What is the animal wearing on its head?"", ""What is the animal wearing on its head?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439506.jpg""","""Does the girl dye her hair?""","[[{""id"": ""g0.0"", ""content"": ""no""}], [{""id"": ""g1.0"", ""content"": ""maybe""}, {""id"": ""g1.1"", ""content"": ""yes""}]]","[""Does the girl dye her hair?"", ""Does the girl dye her hair?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439506.jpg""","""What color is the boy's vest?""","[[{""id"": ""g0.0"", ""content"": ""no vest""}, {""id"": ""g0.1"", ""content"": ""no boy vest""}], [{""id"": ""g1.0"", ""content"": ""none""}], [{""id"": ""g2.0"", ""content"": ""no boy""}], [{""id"": ""g3.0"", ""content"": ""blue""}]]","[""What color is the boy's vest?"", ""What color is the boy's vest?"", ""What color is the boy's vest?"", ""What color is the boy's vest?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439550.jpg""","""Is he depressed?""","[[{""id"": ""g0.0"", ""content"": ""no""}], [{""id"": ""g1.0"", ""content"": ""yes""}]]","[""Is he depressed?"", ""Is he depressed?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439576.jpg""","""Is the woman going to eat it all?""","[[{""id"": ""g0.0"", ""content"": ""no""}], [{""id"": ""g1.0"", ""content"": ""yes""}], [{""id"": ""g2.0"", ""content"": ""cake""}]]","[""Is the woman going to eat it all?"", ""Is the woman going to eat it all?"", ""Is the woman going to eat it all?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439615.jpg""","""What is the color of the clouds?""","[[{""id"": ""g0.0"", ""content"": ""white""}], [{""id"": ""g1.0"", ""content"": ""gray""}]]","[""What is the color of the clouds?"", ""What is the color of the clouds?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439758.jpg""","""How many tops of bottles can you see?""","[[{""id"": ""g0.0"", ""content"": ""2""}, {""id"": ""g0.1"", ""content"": ""1""}], [{""id"": ""g1.0"", ""content"": ""0""}]]","[""How many tops of bottles can you see?"", ""How many tops of bottles can you see?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439926.jpg""","""What team is the player in white on?""","[[{""id"": ""g0.0"", ""content"": ""orioles""}], [{""id"": ""g1.0"", ""content"": ""orion""}], [{""id"": ""g2.0"", ""content"": ""oros""}], [{""id"": ""g3.0"", ""content"": ""birds""}]]","[""What team is the player in white on?"", ""What team is the player in white on?"", ""What team is the player in white on?"", ""What team is the player in white on?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439930.jpg""","""What time does the clock show?""","[[{""id"": ""g0.0"", ""content"": ""11:47""}, {""id"": ""g0.1"", ""content"": ""12:50""}, {""id"": ""g0.2"", ""content"": ""8:45""}, {""id"": ""g0.3"", ""content"": ""11:45 am""}, {""id"": ""g0.4"", ""content"": ""11:45""}, {""id"": ""g0.5"", ""content"": ""11:46""}]]","[""What time does the clock show?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439939.jpg""","""Does the skis match the skiers jackets?""","[[{""id"": ""g0.0"", ""content"": ""because they like it that way""}, {""id"": ""g0.1"", ""content"": ""yes""}, {""id"": ""g0.2"", ""content"": ""no""}]]","[""Does the skis match the skiers jackets?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000439995.jpg""","""Is the microwave on?""","[[{""id"": ""g0.0"", ""content"": ""yes""}], [{""id"": ""g1.0"", ""content"": ""no""}]]","[""Is the microwave on?"", ""Is the microwave on?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440107.jpg""","""Is this boat moving down the river?""","[[{""id"": ""g0.0"", ""content"": ""no""}], [{""id"": ""g1.0"", ""content"": ""yes""}]]","[""Is this boat moving down the river?"", ""Is this boat moving down the river?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440147.jpg""","""How many people would be on this boat?""","[[{""id"": ""g0.0"", ""content"": ""29""}], [{""id"": ""g1.0"", ""content"": ""875""}], [{""id"": ""g2.0"", ""content"": ""several""}, {""id"": ""g2.1"", ""content"": ""many""}], [{""id"": ""g3.0"", ""content"": ""50""}], [{""id"": ""g4.0"", ""content"": ""1""}], [{""id"": ""g5.0"", ""content"": ""70""}, {""id"": ""g5.1"", ""content"": ""65""}], [{""id"": ""g6.0"", ""content"": ""100""}]]","[""How many people would be on this boat?"", ""How many people would be on this boat?"", ""How many people would be on this boat?"", ""How many people would be on this boat?"", ""How many people would be on this boat?"", ""How many people would be on this boat?"", ""How many people would be on this boat?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000044017.jpg""","""How many yellow helmets is there?""","[[{""id"": ""g0.0"", ""content"": ""0""}], [{""id"": ""g1.0"", ""content"": ""2""}], [{""id"": ""g2.0"", ""content"": ""many""}], [{""id"": ""g3.0"", ""content"": ""1""}], [{""id"": ""g4.0"", ""content"": ""`""}]]","[""How many yellow helmets is there?"", ""How many yellow helmets is there?"", ""How many yellow helmets is there?"", ""How many yellow helmets is there?"", ""How many yellow helmets is there?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440285.jpg""","""What kind of cake is that?""","[[{""id"": ""g0.0"", ""content"": ""banana cream""}, {""id"": ""g0.1"", ""content"": ""banana""}], [{""id"": ""g1.0"", ""content"": ""carrot""}, {""id"": ""g1.1"", ""content"": ""carrot cake""}], [{""id"": ""g2.0"", ""content"": ""spice""}], [{""id"": ""g3.0"", ""content"": ""raisin""}], [{""id"": ""g4.0"", ""content"": ""pumpkin""}]]","[""What kind of cake is that?"", ""What kind of cake is that?"", ""What kind of cake is that?"", ""What kind of cake is that?"", ""What kind of cake is that?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440314.jpg""","""In which direction is the wave moving?""","[[{""id"": ""g0.0"", ""content"": ""south""}], [{""id"": ""g1.0"", ""content"": ""forward""}], [{""id"": ""g2.0"", ""content"": ""right""}, {""id"": ""g2.1"", ""content"": ""left to right""}], [{""id"": ""g3.0"", ""content"": ""toward beach""}, {""id"": ""g3.1"", ""content"": ""down""}], [{""id"": ""g4.0"", ""content"": ""left""}]]","[""In which direction is the wave moving?"", ""In which direction is the wave moving?"", ""In which direction is the wave moving?"", ""In which direction is the wave moving?"", ""In which direction is the wave moving?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440340.jpg""","""Why is the girl holding an umbrella?""","[[{""id"": ""g0.0"", ""content"": ""fashion""}], [{""id"": ""g1.0"", ""content"": ""block sun""}, {""id"": ""g1.1"", ""content"": ""sun protection""}, {""id"": ""g1.2"", ""content"": ""keep sun off""}], [{""id"": ""g2.0"", ""content"": ""sunny""}], [{""id"": ""g3.0"", ""content"": ""shade""}, {""id"": ""g3.1"", ""content"": ""for shade""}], [{""id"": ""g4.0"", ""content"": ""rain""}]]","[""Why is the girl holding an umbrella?"", ""Why is the girl holding an umbrella?"", ""Why is the girl holding an umbrella?"", ""Why is the girl holding an umbrella?"", ""Why is the girl holding an umbrella?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440444.jpg""","""Whose house is this?""","[[{""id"": ""g0.0"", ""content"": ""don't know""}], [{""id"": ""g1.0"", ""content"": ""steve's""}], [{""id"": ""g2.0"", ""content"": ""man""}], [{""id"": ""g3.0"", ""content"": ""unknown""}, {""id"": ""g3.1"", ""content"": ""mom's""}], [{""id"": ""g4.0"", ""content"": ""man's""}]]","[""Whose house is this?"", ""Whose house is this?"", ""Whose house is this?"", ""Whose house is this?"", ""Whose house is this?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440460.jpg""","""How many wheels are in the picture?""","[[{""id"": ""g0.0"", ""content"": ""10""}, {""id"": ""g0.1"", ""content"": ""8""}], [{""id"": ""g1.0"", ""content"": ""20""}, {""id"": ""g1.1"", ""content"": ""18""}], [{""id"": ""g2.0"", ""content"": ""3""}, {""id"": ""g2.1"", ""content"": ""1""}], [{""id"": ""g3.0"", ""content"": ""lot""}, {""id"": ""g3.1"", ""content"": ""many""}]]","[""How many wheels are in the picture?"", ""How many wheels are in the picture?"", ""How many wheels are in the picture?"", ""How many wheels are in the picture?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440511.jpg""","""Why are the elephant lying down?""","[[{""id"": ""g0.0"", ""content"": ""resting""}], [{""id"": ""g1.0"", ""content"": ""tired""}], [{""id"": ""g2.0"", ""content"": ""circus""}], [{""id"": ""g3.0"", ""content"": ""they are not""}], [{""id"": ""g4.0"", ""content"": ""it's not""}], [{""id"": ""g5.0"", ""content"": ""training""}], [{""id"": ""g6.0"", ""content"": ""no""}], [{""id"": ""g7.0"", ""content"": ""playing""}]]","[""Why are the elephant lying down?"", ""Why are the elephant lying down?"", ""Why are the elephant lying down?"", ""Why are the elephant lying down?"", ""Why are the elephant lying down?"", ""Why are the elephant lying down?"", ""Why are the elephant lying down?"", ""Why are the elephant lying down?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440689.jpg""","""What kind of bike is it?""","[[{""id"": ""g0.0"", ""content"": ""scooter""}], [{""id"": ""g1.0"", ""content"": ""motor""}], [{""id"": ""g2.0"", ""content"": ""moped""}], [{""id"": ""g3.0"", ""content"": ""motorcycle""}]]","[""What kind of bike is it?"", ""What kind of bike is it?"", ""What kind of bike is it?"", ""What kind of bike is it?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440689.jpg""","""What is on the front of the bike?""","[[{""id"": ""g0.0"", ""content"": ""mirrors""}], [{""id"": ""g1.0"", ""content"": ""motorcycle""}], [{""id"": ""g2.0"", ""content"": ""another bike""}], [{""id"": ""g3.0"", ""content"": ""mirror""}], [{""id"": ""g4.0"", ""content"": ""tire""}]]","[""What is on the front of the bike?"", ""What is on the front of the bike?"", ""What is on the front of the bike?"", ""What is on the front of the bike?"", ""What is on the front of the bike?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440695.jpg""","""What equipment are they using that would not be used to play volleyball?""","[[{""id"": ""g0.0"", ""content"": ""rackets""}], [{""id"": ""g1.0"", ""content"": ""tennis racquets""}, {""id"": ""g1.1"", ""content"": ""tennis racquet""}, {""id"": ""g1.2"", ""content"": ""tennis rackets""}], [{""id"": ""g2.0"", ""content"": ""paddles""}], [{""id"": ""g3.0"", ""content"": ""net""}], [{""id"": ""g4.0"", ""content"": ""racquet""}]]","[""What equipment are they using that would not be used to play volleyball?"", ""What equipment are they using that would not be used to play volleyball?"", ""What equipment are they using that would not be used to play volleyball?"", ""What equipment are they using that would not be used to play volleyball?"", ""What equipment are they using that would not be used to play volleyball?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440844.jpg""","""What surface is on this tennis court?""","[[{""id"": ""g0.0"", ""content"": ""hard court""}, {""id"": ""g0.1"", ""content"": ""green court""}], [{""id"": ""g1.0"", ""content"": ""cement""}], [{""id"": ""g2.0"", ""content"": ""astroturf""}], [{""id"": ""g3.0"", ""content"": ""tarmac""}], [{""id"": ""g4.0"", ""content"": ""rubber""}], [{""id"": ""g5.0"", ""content"": ""concrete""}], [{""id"": ""g6.0"", ""content"": ""asphalt""}], [{""id"": ""g7.0"", ""content"": ""turf""}]]","[""What surface is on this tennis court?"", ""What surface is on this tennis court?"", ""What surface is on this tennis court?"", ""What surface is on this tennis court?"", ""What surface is on this tennis court?"", ""What surface is on this tennis court?"", ""What surface is on this tennis court?"", ""What surface is on this tennis court?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440874.jpg""","""Are the older or younger animals darker?""","[[{""id"": ""g0.0"", ""content"": ""older""}], [{""id"": ""g1.0"", ""content"": ""younger""}]]","[""Are the older or younger animals darker?"", ""Are the older or younger animals darker?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000440931.jpg""","""What is in the man's left hand?""","[[{""id"": ""g0.0"", ""content"": ""sandwich""}], [{""id"": ""g1.0"", ""content"": ""can't see""}], [{""id"": ""g2.0"", ""content"": ""money""}], [{""id"": ""g3.0"", ""content"": ""nothing""}], [{""id"": ""g4.0"", ""content"": ""hot dog""}], [{""id"": ""g5.0"", ""content"": ""gun""}], [{""id"": ""g6.0"", ""content"": ""food""}], [{""id"": ""g7.0"", ""content"": ""ice cream""}]]","[""What is in the man's left hand?"", ""What is in the man's left hand?"", ""What is in the man's left hand?"", ""What is in the man's left hand?"", ""What is in the man's left hand?"", ""What is in the man's left hand?"", ""What is in the man's left hand?"", ""What is in the man's left hand?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000441034.jpg""","""IS the train moving?""","[[{""id"": ""g0.0"", ""content"": ""no""}], [{""id"": ""g1.0"", ""content"": ""yes""}]]","[""IS the train moving?"", ""IS the train moving?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000441045.jpg""","""Which vehicle is in motion for certain?""","[[{""id"": ""g0.0"", ""content"": ""red sports car""}, {""id"": ""g0.1"", ""content"": ""black car""}, {""id"": ""g0.2"", ""content"": ""white truck""}], [{""id"": ""g1.0"", ""content"": ""truck""}], [{""id"": ""g2.0"", ""content"": ""2-seater""}], [{""id"": ""g3.0"", ""content"": ""middle 1""}], [{""id"": ""g4.0"", ""content"": ""no""}], [{""id"": ""g5.0"", ""content"": ""car""}]]","[""Which vehicle is in motion for certain?"", ""Which vehicle is in motion for certain?"", ""Which vehicle is in motion for certain?"", ""Which vehicle is in motion for certain?"", ""Which vehicle is in motion for certain?"", ""Which vehicle is in motion for certain?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000441058.jpg""","""Why is the television off?""","[[{""id"": ""g0.0"", ""content"": ""no one is watching it""}, {""id"": ""g0.1"", ""content"": ""no one watching""}, {""id"": ""g0.2"", ""content"": ""no people""}, {""id"": ""g0.3"", ""content"": ""no one is there""}], [{""id"": ""g1.0"", ""content"": ""don't know""}], [{""id"": ""g2.0"", ""content"": ""nobody watching""}], [{""id"": ""g3.0"", ""content"": ""nobody is home""}, {""id"": ""g3.1"", ""content"": ""no one's home""}], [{""id"": ""g4.0"", ""content"": ""yes""}]]","[""Why is the television off?"", ""Why is the television off?"", ""Why is the television off?"", ""Why is the television off?"", ""Why is the television off?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000441095.jpg""","""What is covering the window on the left?""","[[{""id"": ""g0.0"", ""content"": ""great""}], [{""id"": ""g1.0"", ""content"": ""cage""}], [{""id"": ""g2.0"", ""content"": ""wire screen""}, {""id"": ""g2.1"", ""content"": ""screen""}], [{""id"": ""g3.0"", ""content"": ""fence""}], [{""id"": ""g4.0"", ""content"": ""net""}], [{""id"": ""g5.0"", ""content"": ""wire""}], [{""id"": ""g6.0"", ""content"": ""board""}]]","[""What is covering the window on the left?"", ""What is covering the window on the left?"", ""What is covering the window on the left?"", ""What is covering the window on the left?"", ""What is covering the window on the left?"", ""What is covering the window on the left?"", ""What is covering the window on the left?""]"
"""https://cs.jhu.edu/~esteng/images_for_hit//COCO_train2014_000000441105.jpg""","""Do the skis seem short?""","[[{""id"": ""g0.0"", ""content"": ""yes""}], [{""id"": ""g1.0"", ""content"": ""no""}]]","[""Do the skis seem short?"", ""Do the skis seem short?""]"
